pocket_id,receptor_id,ligand_id,mechanistic_class,classification_confidence,A1_ppi_interface,A2_druggability,A3_perturbation_relevance,A4_state_robustness,A1_weighted,A2_weighted,A3_weighted,A4_weighted,perturbation_score,rank
EGFR_160-185_PKT40,EGFR_160-185,VAX-C12_0,uncertain_mechanism_candidate,low,0.253,0.0938,0.475,0.5667,0.0759,0.0234,0.1425,0.085,0.2475,144
EGFR_160-185_PKT43,EGFR_160-185,173940,uncertain_mechanism_candidate,low,0.253,0.0878,0.475,0.5667,0.0759,0.022,0.1425,0.085,0.2475,145
EGFR_160-185_PKT43,EGFR_160-185,97806,uncertain_mechanism_candidate,low,0.253,0.0878,0.475,0.5667,0.0759,0.022,0.1425,0.085,0.2475,146
EGFR_160-185_PKT43,EGFR_160-185,VAX-C12_0,uncertain_mechanism_candidate,low,0.253,0.0878,0.475,0.5667,0.0759,0.022,0.1425,0.085,0.2475,147
EGFR_170-200_PKT13,EGFR_170-200,173940,uncertain_mechanism_candidate,low,0.253,0.1391,0.475,0.5667,0.0759,0.0348,0.1425,0.085,0.2475,148
EGFR_170-200_PKT13,EGFR_170-200,97806,uncertain_mechanism_candidate,low,0.253,0.1391,0.475,0.5667,0.0759,0.0348,0.1425,0.085,0.2475,149
EGFR_170-200_PKT13,EGFR_170-200,VAX-C12_0,uncertain_mechanism_candidate,low,0.253,0.1391,0.475,0.5667,0.0759,0.0348,0.1425,0.085,0.2475,150
EGFR_170-200_PKT26,EGFR_170-200,173940,uncertain_mechanism_candidate,low,0.253,0.1163,0.395,0.5667,0.0759,0.0291,0.1185,0.085,0.2475,151
EGFR_170-200_PKT26,EGFR_170-200,97806,uncertain_mechanism_candidate,low,0.253,0.1163,0.395,0.5667,0.0759,0.0291,0.1185,0.085,0.2475,152
EGFR_170-200_PKT26,EGFR_170-200,VAX-C12_0,uncertain_mechanism_candidate,low,0.253,0.1163,0.475,0.5667,0.0759,0.0291,0.1425,0.085,0.2475,153
EGFR_170-200_PKT33,EGFR_170-200,173940,uncertain_mechanism_candidate,low,0.253,0.0896,0.475,0.5667,0.0759,0.0224,0.1425,0.085,0.2475,154
EGFR_170-200_PKT33,EGFR_170-200,97806,uncertain_mechanism_candidate,low,0.253,0.0896,0.475,0.5667,0.0759,0.0224,0.1425,0.085,0.2475,155
EGFR_170-200_PKT33,EGFR_170-200,VAX-C12_0,uncertain_mechanism_candidate,low,0.253,0.0896,0.475,0.5667,0.0759,0.0224,0.1425,0.085,0.2475,156
EGFR_170-200_PKT03,EGFR_170-200,,ligandable_but_ppi_irrelevant_candidate,high,0.253,0.1631,0.045,0.4,0.0759,0.0408,0.0135,0.06,0.1902,157
EGFR_160-185_PKT06,EGFR_160-185,,ligandable_but_ppi_irrelevant_candidate,high,0.253,0.1535,0.045,0.4,0.0759,0.0384,0.0135,0.06,0.1878,158
EGFR_170-200_PKT07,EGFR_170-200,,ligandable_but_ppi_irrelevant_candidate,high,0.253,0.1496,0.045,0.4,0.0759,0.0374,0.0135,0.06,0.1868,159
EGFR_160-185_PKT17,EGFR_160-185,,ligandable_but_ppi_irrelevant_candidate,high,0.253,0.1367,0.045,0.4,0.0759,0.0342,0.0135,0.06,0.1836,160
EGFR_170-200_PKT18,EGFR_170-200,,ligandable_but_ppi_irrelevant_candidate,high,0.253,0.1295,0.045,0.4,0.0759,0.0324,0.0135,0.06,0.1818,161
3GT8_raw_PKT13,3GT8_raw,,ligandable_but_ppi_irrelevant_candidate,high,0.253,0.1169,0.045,0.4,0.0759,0.0292,0.0135,0.06,0.1786,162
EGFR_170-200_PKT27,EGFR_170-200,,ligandable_but_ppi_irrelevant_candidate,high,0.253,0.1151,0.045,0.4,0.0759,0.0288,0.0135,0.06,0.1782,163
EGFR_170-200_PKT29,EGFR_170-200,,ligandable_but_ppi_irrelevant_candidate,high,0.253,0.1115,0.045,0.4,0.0759,0.0279,0.0135,0.06,0.1773,164
3GT8_raw_PKT18,3GT8_raw,,ligandable_but_ppi_irrelevant_candidate,high,0.253,0.1064,0.045,0.4,0.0759,0.0266,0.0135,0.06,0.176,165
EGFR_160-185_PKT08,EGFR_160-185,,ligandable_but_ppi_irrelevant_candidate,high,0.253,0.152,0.045,0.3167,0.0759,0.038,0.0135,0.0475,0.1749,166
EGFR_170-200_PKT02,EGFR_170-200,,ligandable_but_ppi_irrelevant_candidate,high,0.253,0.1721,0.045,0.2833,0.0759,0.043,0.0135,0.0425,0.1749,167
EGFR_160-185_PKT10,EGFR_160-185,,ligandable_but_ppi_irrelevant_candidate,high,0.253,0.1508,0.045,0.3167,0.0759,0.0377,0.0135,0.0475,0.1746,168
3GT8_raw_PKT04,3GT8_raw,,ligandable_but_ppi_irrelevant_candidate,high,0.253,0.1463,0.045,0.3167,0.0759,0.0366,0.0135,0.0475,0.1735,169
EGFR_170-200_PKT08,EGFR_170-200,,ligandable_but_ppi_irrelevant_candidate,high,0.253,0.1457,0.045,0.3167,0.0759,0.0364,0.0135,0.0475,0.1733,170
EGFR_170-200_PKT09,EGFR_170-200,,ligandable_but_ppi_irrelevant_candidate,high,0.253,0.1445,0.045,0.3167,0.0759,0.0361,0.0135,0.0475,0.173,171
EGFR_170-200_PKT11,EGFR_170-200,,ligandable_but_ppi_irrelevant_candidate,high,0.253,0.1397,0.045,0.3167,0.0759,0.0349,0.0135,0.0475,0.1718,172
EGFR_170-200_PKT14,EGFR_170-200,,ligandable_but_ppi_irrelevant_candidate,high,0.253,0.1367,0.045,0.3167,0.0759,0.0342,0.0135,0.0475,0.1711,173
EGFR_160-185_PKT18,EGFR_160-185,,ligandable_but_ppi_irrelevant_candidate,high,0.253,0.1361,0.045,0.3167,0.0759,0.034,0.0135,0.0475,0.1709,174
EGFR_160-185_PKT20,EGFR_160-185,,ligandable_but_ppi_irrelevant_candidate,high,0.253,0.1334,0.045,0.3167,0.0759,0.0333,0.0135,0.0475,0.1703,175
EGFR_160-185_PKT21,EGFR_160-185,,ligandable_but_ppi_irrelevant_candidate,high,0.253,0.1331,0.045,0.3167,0.0759,0.0333,0.0135,0.0475,0.1702,176
EGFR_170-200_PKT16,EGFR_170-200,,ligandable_but_ppi_irrelevant_candidate,high,0.253,0.1331,0.045,0.3167,0.0759,0.0333,0.0135,0.0475,0.1702,177
EGFR_160-185_PKT22,EGFR_160-185,,ligandable_but_ppi_irrelevant_candidate,high,0.253,0.131,0.045,0.3167,0.0759,0.0328,0.0135,0.0475,0.1697,178
EGFR_160-185_PKT24,EGFR_160-185,,ligandable_but_ppi_irrelevant_candidate,high,0.253,0.1283,0.045,0.3167,0.0759,0.0321,0.0135,0.0475,0.169,179
EGFR_160-185_PKT25,EGFR_160-185,,ligandable_but_ppi_irrelevant_candidate,high,0.253,0.128,0.045,0.3167,0.0759,0.032,0.0135,0.0475,0.1689,180
EGFR_170-200_PKT19,EGFR_170-200,,ligandable_but_ppi_irrelevant_candidate,high,0.253,0.1262,0.045,0.3167,0.0759,0.0316,0.0135,0.0475,0.1685,181
EGFR_160-185_PKT26,EGFR_160-185,,ligandable_but_ppi_irrelevant_candidate,high,0.253,0.1226,0.045,0.3167,0.0759,0.0307,0.0135,0.0475,0.1676,182
EGFR_170-200_PKT20,EGFR_170-200,,ligandable_but_ppi_irrelevant_candidate,high,0.253,0.1217,0.045,0.3167,0.0759,0.0304,0.0135,0.0475,0.1673,183
EGFR_170-200_PKT21,EGFR_170-200,,ligandable_but_ppi_irrelevant_candidate,high,0.253,0.1211,0.045,0.3167,0.0759,0.0303,0.0135,0.0475,0.1672,184
3GT8_raw_PKT09,3GT8_raw,,ligandable_but_ppi_irrelevant_candidate,high,0.253,0.1208,0.045,0.3167,0.0759,0.0302,0.0135,0.0475,0.1671,185
EGFR_170-200_PKT22,EGFR_170-200,,ligandable_but_ppi_irrelevant_candidate,high,0.253,0.1208,0.045,0.3167,0.0759,0.0302,0.0135,0.0475,0.1671,186
EGFR_170-200_PKT23,EGFR_170-200,,ligandable_but_ppi_irrelevant_candidate,high,0.253,0.1208,0.045,0.3167,0.0759,0.0302,0.0135,0.0475,0.1671,187
EGFR_170-200_PKT24,EGFR_170-200,,ligandable_but_ppi_irrelevant_candidate,high,0.253,0.1202,0.045,0.3167,0.0759,0.0301,0.0135,0.0475,0.167,188
EGFR_160-185_PKT28,EGFR_160-185,,ligandable_but_ppi_irrelevant_candidate,high,0.253,0.1193,0.045,0.3167,0.0759,0.0298,0.0135,0.0475,0.1667,189
3GT8_raw_PKT12,3GT8_raw,,ligandable_but_ppi_irrelevant_candidate,high,0.253,0.1172,0.045,0.3167,0.0759,0.0293,0.0135,0.0475,0.1662,190
EGFR_160-185_PKT31,EGFR_160-185,,ligandable_but_ppi_irrelevant_candidate,high,0.253,0.1133,0.045,0.3167,0.0759,0.0283,0.0135,0.0475,0.1652,191
EGFR_160-185_PKT32,EGFR_160-185,,ligandable_but_ppi_irrelevant_candidate,high,0.253,0.113,0.045,0.3167,0.0759,0.0283,0.0135,0.0475,0.1652,192
3GT8_raw_PKT06,3GT8_raw,,ligandable_but_ppi_irrelevant_candidate,high,0.253,0.1325,0.045,0.2833,0.0759,0.0331,0.0135,0.0425,0.165,193
EGFR_160-185_PKT33,EGFR_160-185,,ligandable_but_ppi_irrelevant_candidate,high,0.253,0.1118,0.045,0.3167,0.0759,0.0279,0.0135,0.0475,0.1649,194
3GT8_raw_PKT17,3GT8_raw,,ligandable_but_ppi_irrelevant_candidate,high,0.253,0.1085,0.045,0.3167,0.0759,0.0271,0.0135,0.0475,0.164,195
EGFR_160-185_PKT35,EGFR_160-185,,ligandable_but_ppi_irrelevant_candidate,high,0.253,0.1058,0.045,0.3167,0.0759,0.0265,0.0135,0.0475,0.1634,196
EGFR_160-185_PKT36,EGFR_160-185,,ligandable_but_ppi_irrelevant_candidate,high,0.253,0.1058,0.045,0.3167,0.0759,0.0265,0.0135,0.0475,0.1634,197
EGFR_170-200_PKT30,EGFR_170-200,,ligandable_but_ppi_irrelevant_candidate,high,0.253,0.1022,0.045,0.3167,0.0759,0.0255,0.0135,0.0475,0.1625,198
3GT8_raw_PKT19,3GT8_raw,,ligandable_but_ppi_irrelevant_candidate,high,0.253,0.1016,0.045,0.3167,0.0759,0.0254,0.0135,0.0475,0.1623,199
3GT8_raw_PKT15,3GT8_raw,,ligandable_but_ppi_irrelevant_candidate,high,0.253,0.1151,0.045,0.2833,0.0759,0.0288,0.0135,0.0425,0.1607,200
3GT8_raw_PKT21,3GT8_raw,,ligandable_but_ppi_irrelevant_candidate,high,0.253,0.0929,0.045,0.3167,0.0759,0.0232,0.0135,0.0475,0.1601,201
EGFR_170-200_PKT32,EGFR_170-200,,ligandable_but_ppi_irrelevant_candidate,high,0.253,0.0929,0.045,0.3167,0.0759,0.0232,0.0135,0.0475,0.1601,202
EGFR_160-185_PKT42,EGFR_160-185,,ligandable_but_ppi_irrelevant_candidate,high,0.253,0.0884,0.045,0.3167,0.0759,0.0221,0.0135,0.0475,0.159,203
EGFR_160-185_PKT44,EGFR_160-185,,ligandable_but_ppi_irrelevant_candidate,high,0.253,0.0848,0.045,0.3167,0.0759,0.0212,0.0135,0.0475,0.1581,204
EGFR_160-185_PKT41,EGFR_160-185,,ligandable_but_ppi_irrelevant_candidate,high,0.253,0.0929,0.045,0.2833,0.0759,0.0232,0.0135,0.0425,0.1551,205
EGFR_170-200_PKT35,EGFR_170-200,,ligandable_but_ppi_irrelevant_candidate,high,0.253,0.0563,0.045,0.3167,0.0759,0.0141,0.0135,0.0475,0.151,206
EGFR_170-200_PKT37,EGFR_170-200,,ligandable_but_ppi_irrelevant_candidate,high,0.253,0.0437,0.045,0.3167,0.0759,0.0109,0.0135,0.0475,0.1478,207
