rank,pocket_id,receptor_id,ligand_id,mechanistic_class,classification_confidence,perturbation_score,A1_ppi_interface,A2_druggability,A3_perturbation_relevance,A4_state_robustness,relationship_class,hotspot_overlap_count,hotspot_overlap_fraction,overall_druggability_tier,ligand_support_strength,pose_support_count,best_affinity_kcal,state_class,n_states_matched,classification_basis
102,EGFR_160-185_PKT37,EGFR_160-185,VAX-C12_0,uncertain_mechanism_candidate,low,0.2668,0.253,0.1043,0.475,0.65,allosteric_candidate,0,0.000,tier_3,strong,5,,state_shifted_pocket,3,rel=allosteric_candidate; overlap=0; tier=tier_3
103,EGFR_160-185_PKT38,EGFR_160-185,173940,uncertain_mechanism_candidate,low,0.2668,0.253,0.1037,0.475,0.65,allosteric_candidate,0,0.000,tier_3,strong,5,,state_shifted_pocket,3,rel=allosteric_candidate; overlap=0; tier=tier_3
104,EGFR_160-185_PKT38,EGFR_160-185,97806,uncertain_mechanism_candidate,low,0.2668,0.253,0.1037,0.475,0.65,allosteric_candidate,0,0.000,tier_3,strong,5,,state_shifted_pocket,3,rel=allosteric_candidate; overlap=0; tier=tier_3
105,EGFR_160-185_PKT38,EGFR_160-185,VAX-C12_0,uncertain_mechanism_candidate,low,0.2668,0.253,0.1037,0.475,0.65,allosteric_candidate,0,0.000,tier_3,strong,5,,state_shifted_pocket,3,rel=allosteric_candidate; overlap=0; tier=tier_3
106,EGFR_170-200_PKT01,EGFR_170-200,173940,uncertain_mechanism_candidate,low,0.2668,0.253,0.2183,0.475,0.65,allosteric_candidate,0,0.000,tier_3,strong,5,,state_shifted_pocket,3,rel=allosteric_candidate; overlap=0; tier=tier_3
107,EGFR_170-200_PKT01,EGFR_170-200,97806,uncertain_mechanism_candidate,low,0.2668,0.253,0.2183,0.475,0.65,allosteric_candidate,0,0.000,tier_3,strong,5,,state_shifted_pocket,3,rel=allosteric_candidate; overlap=0; tier=tier_3
108,EGFR_170-200_PKT01,EGFR_170-200,VAX-C12_0,uncertain_mechanism_candidate,low,0.2668,0.253,0.2183,0.475,0.65,allosteric_candidate,0,0.000,tier_3,strong,5,,state_shifted_pocket,3,rel=allosteric_candidate; overlap=0; tier=tier_3
109,EGFR_170-200_PKT04,EGFR_170-200,173940,uncertain_mechanism_candidate,low,0.2668,0.253,0.1607,0.295,0.65,allosteric_candidate,0,0.000,tier_3,weak,1,,state_shifted_pocket,3,rel=allosteric_candidate; overlap=0; tier=tier_3
110,EGFR_170-200_PKT04,EGFR_170-200,97806,uncertain_mechanism_candidate,low,0.2668,0.253,0.1607,0.295,0.65,allosteric_candidate,0,0.000,tier_3,weak,1,,state_shifted_pocket,3,rel=allosteric_candidate; overlap=0; tier=tier_3
111,EGFR_170-200_PKT04,EGFR_170-200,VAX-C12_0,uncertain_mechanism_candidate,low,0.2668,0.253,0.1607,0.305,0.65,allosteric_candidate,0,0.000,tier_3,weak,2,,state_shifted_pocket,3,rel=allosteric_candidate; overlap=0; tier=tier_3
112,EGFR_170-200_PKT05,EGFR_170-200,173940,uncertain_mechanism_candidate,low,0.2668,0.253,0.1565,0.475,0.65,allosteric_candidate,0,0.000,tier_3,strong,5,,state_shifted_pocket,3,rel=allosteric_candidate; overlap=0; tier=tier_3
113,EGFR_170-200_PKT05,EGFR_170-200,97806,uncertain_mechanism_candidate,low,0.2668,0.253,0.1565,0.475,0.65,allosteric_candidate,0,0.000,tier_3,strong,5,,state_shifted_pocket,3,rel=allosteric_candidate; overlap=0; tier=tier_3
114,EGFR_170-200_PKT05,EGFR_170-200,VAX-C12_0,uncertain_mechanism_candidate,low,0.2668,0.253,0.1565,0.475,0.65,allosteric_candidate,0,0.000,tier_3,strong,5,,state_shifted_pocket,3,rel=allosteric_candidate; overlap=0; tier=tier_3
115,EGFR_170-200_PKT15,EGFR_170-200,173940,uncertain_mechanism_candidate,low,0.2668,0.253,0.1343,0.475,0.65,allosteric_candidate,0,0.000,tier_3,strong,5,,state_shifted_pocket,3,rel=allosteric_candidate; overlap=0; tier=tier_3
116,EGFR_170-200_PKT15,EGFR_170-200,97806,uncertain_mechanism_candidate,low,0.2668,0.253,0.1343,0.475,0.65,allosteric_candidate,0,0.000,tier_3,strong,5,,state_shifted_pocket,3,rel=allosteric_candidate; overlap=0; tier=tier_3
117,EGFR_170-200_PKT15,EGFR_170-200,VAX-C12_0,uncertain_mechanism_candidate,low,0.2668,0.253,0.1343,0.475,0.65,allosteric_candidate,0,0.000,tier_3,strong,5,,state_shifted_pocket,3,rel=allosteric_candidate; overlap=0; tier=tier_3
118,EGFR_170-200_PKT25,EGFR_170-200,173940,uncertain_mechanism_candidate,low,0.2668,0.253,0.1163,0.475,0.65,allosteric_candidate,0,0.000,tier_3,strong,5,,state_shifted_pocket,3,rel=allosteric_candidate; overlap=0; tier=tier_3
119,EGFR_170-200_PKT25,EGFR_170-200,97806,uncertain_mechanism_candidate,low,0.2668,0.253,0.1163,0.475,0.65,allosteric_candidate,0,0.000,tier_3,strong,5,,state_shifted_pocket,3,rel=allosteric_candidate; overlap=0; tier=tier_3
120,EGFR_170-200_PKT25,EGFR_170-200,VAX-C12_0,uncertain_mechanism_candidate,low,0.2668,0.253,0.1163,0.475,0.65,allosteric_candidate,0,0.000,tier_3,strong,5,,state_shifted_pocket,3,rel=allosteric_candidate; overlap=0; tier=tier_3
121,EGFR_170-200_PKT31,EGFR_170-200,173940,uncertain_mechanism_candidate,low,0.2668,0.253,0.1004,0.475,0.65,allosteric_candidate,0,0.000,tier_3,strong,5,,state_shifted_pocket,3,rel=allosteric_candidate; overlap=0; tier=tier_3
122,EGFR_170-200_PKT31,EGFR_170-200,97806,uncertain_mechanism_candidate,low,0.2668,0.253,0.1004,0.475,0.65,allosteric_candidate,0,0.000,tier_3,strong,5,,state_shifted_pocket,3,rel=allosteric_candidate; overlap=0; tier=tier_3
123,EGFR_170-200_PKT31,EGFR_170-200,VAX-C12_0,uncertain_mechanism_candidate,low,0.2668,0.253,0.1004,0.475,0.65,allosteric_candidate,0,0.000,tier_3,strong,5,,state_shifted_pocket,3,rel=allosteric_candidate; overlap=0; tier=tier_3
124,EGFR_170-200_PKT36,EGFR_170-200,173940,uncertain_mechanism_candidate,low,0.2668,0.253,0.044,0.475,0.65,allosteric_candidate,0,0.000,tier_3,strong,5,,state_shifted_pocket,3,rel=allosteric_candidate; overlap=0; tier=tier_3
125,EGFR_170-200_PKT36,EGFR_170-200,97806,uncertain_mechanism_candidate,low,0.2668,0.253,0.044,0.475,0.65,allosteric_candidate,0,0.000,tier_3,strong,5,,state_shifted_pocket,3,rel=allosteric_candidate; overlap=0; tier=tier_3
126,EGFR_170-200_PKT36,EGFR_170-200,VAX-C12_0,uncertain_mechanism_candidate,low,0.2668,0.253,0.044,0.475,0.65,allosteric_candidate,0,0.000,tier_3,strong,5,,state_shifted_pocket,3,rel=allosteric_candidate; overlap=0; tier=tier_3
127,3GT8_raw_PKT22,3GT8_raw,173940,uncertain_mechanism_candidate,low,0.2475,0.253,0.0242,0.475,0.5667,allosteric_candidate,0,0.000,tier_3,strong,5,,uncertain_alignment,2,rel=allosteric_candidate; overlap=0; tier=tier_3
128,3GT8_raw_PKT22,3GT8_raw,97806,uncertain_mechanism_candidate,low,0.2475,0.253,0.0242,0.475,0.5667,allosteric_candidate,0,0.000,tier_3,strong,5,,uncertain_alignment,2,rel=allosteric_candidate; overlap=0; tier=tier_3
129,3GT8_raw_PKT22,3GT8_raw,VAX-C12_0,uncertain_mechanism_candidate,low,0.2475,0.253,0.0242,0.475,0.5667,allosteric_candidate,0,0.000,tier_3,strong,5,,uncertain_alignment,2,rel=allosteric_candidate; overlap=0; tier=tier_3
130,EGFR_160-185_PKT14,EGFR_160-185,173940,uncertain_mechanism_candidate,low,0.2475,0.253,0.1412,0.475,0.5667,allosteric_candidate,0,0.000,tier_3,strong,5,,state_shifted_pocket,2,rel=allosteric_candidate; overlap=0; tier=tier_3
131,EGFR_160-185_PKT14,EGFR_160-185,97806,uncertain_mechanism_candidate,low,0.2475,0.253,0.1412,0.475,0.5667,allosteric_candidate,0,0.000,tier_3,strong,5,,state_shifted_pocket,2,rel=allosteric_candidate; overlap=0; tier=tier_3
132,EGFR_160-185_PKT14,EGFR_160-185,VAX-C12_0,uncertain_mechanism_candidate,low,0.2475,0.253,0.1412,0.475,0.5667,allosteric_candidate,0,0.000,tier_3,strong,5,,state_shifted_pocket,2,rel=allosteric_candidate; overlap=0; tier=tier_3
133,EGFR_160-185_PKT27,EGFR_160-185,173940,uncertain_mechanism_candidate,low,0.2475,0.253,0.1208,0.475,0.5667,allosteric_candidate,0,0.000,tier_3,strong,5,,state_shifted_pocket,2,rel=allosteric_candidate; overlap=0; tier=tier_3
134,EGFR_160-185_PKT27,EGFR_160-185,97806,uncertain_mechanism_candidate,low,0.2475,0.253,0.1208,0.475,0.5667,allosteric_candidate,0,0.000,tier_3,strong,5,,state_shifted_pocket,2,rel=allosteric_candidate; overlap=0; tier=tier_3
135,EGFR_160-185_PKT27,EGFR_160-185,VAX-C12_0,uncertain_mechanism_candidate,low,0.2475,0.253,0.1208,0.475,0.5667,allosteric_candidate,0,0.000,tier_3,strong,5,,state_shifted_pocket,2,rel=allosteric_candidate; overlap=0; tier=tier_3
136,EGFR_160-185_PKT29,EGFR_160-185,173940,uncertain_mechanism_candidate,low,0.2475,0.253,0.1166,0.475,0.5667,allosteric_candidate,0,0.000,tier_3,strong,5,,state_shifted_pocket,2,rel=allosteric_candidate; overlap=0; tier=tier_3
137,EGFR_160-185_PKT29,EGFR_160-185,97806,uncertain_mechanism_candidate,low,0.2475,0.253,0.1166,0.475,0.5667,allosteric_candidate,0,0.000,tier_3,strong,5,,state_shifted_pocket,2,rel=allosteric_candidate; overlap=0; tier=tier_3
138,EGFR_160-185_PKT29,EGFR_160-185,VAX-C12_0,uncertain_mechanism_candidate,low,0.2475,0.253,0.1166,0.475,0.5667,allosteric_candidate,0,0.000,tier_3,strong,5,,state_shifted_pocket,2,rel=allosteric_candidate; overlap=0; tier=tier_3
139,EGFR_160-185_PKT39,EGFR_160-185,173940,uncertain_mechanism_candidate,low,0.2475,0.253,0.1037,0.475,0.5667,allosteric_candidate,0,0.000,tier_3,strong,5,,state_shifted_pocket,2,rel=allosteric_candidate; overlap=0; tier=tier_3
140,EGFR_160-185_PKT39,EGFR_160-185,97806,uncertain_mechanism_candidate,low,0.2475,0.253,0.1037,0.475,0.5667,allosteric_candidate,0,0.000,tier_3,strong,5,,state_shifted_pocket,2,rel=allosteric_candidate; overlap=0; tier=tier_3
141,EGFR_160-185_PKT39,EGFR_160-185,VAX-C12_0,uncertain_mechanism_candidate,low,0.2475,0.253,0.1037,0.475,0.5667,allosteric_candidate,0,0.000,tier_3,strong,5,,state_shifted_pocket,2,rel=allosteric_candidate; overlap=0; tier=tier_3
142,EGFR_160-185_PKT40,EGFR_160-185,173940,uncertain_mechanism_candidate,low,0.2475,0.253,0.0938,0.475,0.5667,allosteric_candidate,0,0.000,tier_3,strong,5,,state_shifted_pocket,2,rel=allosteric_candidate; overlap=0; tier=tier_3
143,EGFR_160-185_PKT40,EGFR_160-185,97806,uncertain_mechanism_candidate,low,0.2475,0.253,0.0938,0.385,0.5667,allosteric_candidate,0,0.000,tier_3,moderate,4,,state_shifted_pocket,2,rel=allosteric_candidate; overlap=0; tier=tier_3
144,EGFR_160-185_PKT40,EGFR_160-185,VAX-C12_0,uncertain_mechanism_candidate,low,0.2475,0.253,0.0938,0.475,0.5667,allosteric_candidate,0,0.000,tier_3,strong,5,,state_shifted_pocket,2,rel=allosteric_candidate; overlap=0; tier=tier_3
145,EGFR_160-185_PKT43,EGFR_160-185,173940,uncertain_mechanism_candidate,low,0.2475,0.253,0.0878,0.475,0.5667,allosteric_candidate,0,0.000,tier_3,strong,5,,state_shifted_pocket,2,rel=allosteric_candidate; overlap=0; tier=tier_3
146,EGFR_160-185_PKT43,EGFR_160-185,97806,uncertain_mechanism_candidate,low,0.2475,0.253,0.0878,0.475,0.5667,allosteric_candidate,0,0.000,tier_3,strong,5,,state_shifted_pocket,2,rel=allosteric_candidate; overlap=0; tier=tier_3
147,EGFR_160-185_PKT43,EGFR_160-185,VAX-C12_0,uncertain_mechanism_candidate,low,0.2475,0.253,0.0878,0.475,0.5667,allosteric_candidate,0,0.000,tier_3,strong,5,,state_shifted_pocket,2,rel=allosteric_candidate; overlap=0; tier=tier_3
148,EGFR_170-200_PKT13,EGFR_170-200,173940,uncertain_mechanism_candidate,low,0.2475,0.253,0.1391,0.475,0.5667,allosteric_candidate,0,0.000,tier_3,strong,5,,state_shifted_pocket,2,rel=allosteric_candidate; overlap=0; tier=tier_3
149,EGFR_170-200_PKT13,EGFR_170-200,97806,uncertain_mechanism_candidate,low,0.2475,0.253,0.1391,0.475,0.5667,allosteric_candidate,0,0.000,tier_3,strong,5,,state_shifted_pocket,2,rel=allosteric_candidate; overlap=0; tier=tier_3
150,EGFR_170-200_PKT13,EGFR_170-200,VAX-C12_0,uncertain_mechanism_candidate,low,0.2475,0.253,0.1391,0.475,0.5667,allosteric_candidate,0,0.000,tier_3,strong,5,,state_shifted_pocket,2,rel=allosteric_candidate; overlap=0; tier=tier_3
151,EGFR_170-200_PKT26,EGFR_170-200,173940,uncertain_mechanism_candidate,low,0.2475,0.253,0.1163,0.395,0.5667,allosteric_candidate,0,0.000,tier_3,moderate,5,,state_shifted_pocket,2,rel=allosteric_candidate; overlap=0; tier=tier_3
152,EGFR_170-200_PKT26,EGFR_170-200,97806,uncertain_mechanism_candidate,low,0.2475,0.253,0.1163,0.395,0.5667,allosteric_candidate,0,0.000,tier_3,moderate,5,,state_shifted_pocket,2,rel=allosteric_candidate; overlap=0; tier=tier_3
153,EGFR_170-200_PKT26,EGFR_170-200,VAX-C12_0,uncertain_mechanism_candidate,low,0.2475,0.253,0.1163,0.475,0.5667,allosteric_candidate,0,0.000,tier_3,strong,5,,state_shifted_pocket,2,rel=allosteric_candidate; overlap=0; tier=tier_3
154,EGFR_170-200_PKT33,EGFR_170-200,173940,uncertain_mechanism_candidate,low,0.2475,0.253,0.0896,0.475,0.5667,allosteric_candidate,0,0.000,tier_3,strong,5,,state_shifted_pocket,2,rel=allosteric_candidate; overlap=0; tier=tier_3
155,EGFR_170-200_PKT33,EGFR_170-200,97806,uncertain_mechanism_candidate,low,0.2475,0.253,0.0896,0.475,0.5667,allosteric_candidate,0,0.000,tier_3,strong,5,,state_shifted_pocket,2,rel=allosteric_candidate; overlap=0; tier=tier_3
156,EGFR_170-200_PKT33,EGFR_170-200,VAX-C12_0,uncertain_mechanism_candidate,low,0.2475,0.253,0.0896,0.475,0.5667,allosteric_candidate,0,0.000,tier_3,strong,5,,state_shifted_pocket,2,rel=allosteric_candidate; overlap=0; tier=tier_3
157,EGFR_170-200_PKT03,EGFR_170-200,,ligandable_but_ppi_irrelevant_candidate,high,0.1902,0.253,0.1631,0.045,0.4,low_relevance_candidate,0,0.000,tier_3,none,0,,state_shifted_pocket,3,low_relevance_relationship; no_hotspot_overlap; tier=tier_3
158,EGFR_160-185_PKT06,EGFR_160-185,,ligandable_but_ppi_irrelevant_candidate,high,0.1878,0.253,0.1535,0.045,0.4,low_relevance_candidate,0,0.000,tier_3,none,0,,state_shifted_pocket,3,low_relevance_relationship; no_hotspot_overlap; tier=tier_3
159,EGFR_170-200_PKT07,EGFR_170-200,,ligandable_but_ppi_irrelevant_candidate,high,0.1868,0.253,0.1496,0.045,0.4,low_relevance_candidate,0,0.000,tier_3,none,0,,state_shifted_pocket,3,low_relevance_relationship; no_hotspot_overlap; tier=tier_3
160,EGFR_160-185_PKT17,EGFR_160-185,,ligandable_but_ppi_irrelevant_candidate,high,0.1836,0.253,0.1367,0.045,0.4,low_relevance_candidate,0,0.000,tier_3,none,0,,state_shifted_pocket,3,low_relevance_relationship; no_hotspot_overlap; tier=tier_3
161,EGFR_170-200_PKT18,EGFR_170-200,,ligandable_but_ppi_irrelevant_candidate,high,0.1818,0.253,0.1295,0.045,0.4,low_relevance_candidate,0,0.000,tier_3,none,0,,state_shifted_pocket,3,low_relevance_relationship; no_hotspot_overlap; tier=tier_3
162,3GT8_raw_PKT13,3GT8_raw,,ligandable_but_ppi_irrelevant_candidate,high,0.1786,0.253,0.1169,0.045,0.4,low_relevance_candidate,0,0.000,tier_3,none,0,,state_robust_pocket,3,low_relevance_relationship; no_hotspot_overlap; tier=tier_3
163,EGFR_170-200_PKT27,EGFR_170-200,,ligandable_but_ppi_irrelevant_candidate,high,0.1782,0.253,0.1151,0.045,0.4,low_relevance_candidate,0,0.000,tier_3,none,0,,state_robust_pocket,3,low_relevance_relationship; no_hotspot_overlap; tier=tier_3
164,EGFR_170-200_PKT29,EGFR_170-200,,ligandable_but_ppi_irrelevant_candidate,high,0.1773,0.253,0.1115,0.045,0.4,low_relevance_candidate,0,0.000,tier_3,none,0,,state_shifted_pocket,3,low_relevance_relationship; no_hotspot_overlap; tier=tier_3
165,3GT8_raw_PKT18,3GT8_raw,,ligandable_but_ppi_irrelevant_candidate,high,0.176,0.253,0.1064,0.045,0.4,low_relevance_candidate,0,0.000,tier_3,none,0,,state_robust_pocket,3,low_relevance_relationship; no_hotspot_overlap; tier=tier_3
166,EGFR_160-185_PKT08,EGFR_160-185,,ligandable_but_ppi_irrelevant_candidate,high,0.1749,0.253,0.152,0.045,0.3167,low_relevance_candidate,0,0.000,tier_3,none,0,,state_shifted_pocket,2,low_relevance_relationship; no_hotspot_overlap; tier=tier_3
167,EGFR_170-200_PKT02,EGFR_170-200,,ligandable_but_ppi_irrelevant_candidate,high,0.1749,0.253,0.1721,0.045,0.2833,low_relevance_candidate,0,0.000,tier_3,none,0,,state_specific_pocket,1,low_relevance_relationship; no_hotspot_overlap; tier=tier_3
168,EGFR_160-185_PKT10,EGFR_160-185,,ligandable_but_ppi_irrelevant_candidate,high,0.1746,0.253,0.1508,0.045,0.3167,low_relevance_candidate,0,0.000,tier_3,none,0,,state_shifted_pocket,2,low_relevance_relationship; no_hotspot_overlap; tier=tier_3
169,3GT8_raw_PKT04,3GT8_raw,,ligandable_but_ppi_irrelevant_candidate,high,0.1735,0.253,0.1463,0.045,0.3167,low_relevance_candidate,0,0.000,tier_3,none,0,,uncertain_alignment,2,low_relevance_relationship; no_hotspot_overlap; tier=tier_3
170,EGFR_170-200_PKT08,EGFR_170-200,,ligandable_but_ppi_irrelevant_candidate,high,0.1733,0.253,0.1457,0.045,0.3167,low_relevance_candidate,0,0.000,tier_3,none,0,,state_shifted_pocket,2,low_relevance_relationship; no_hotspot_overlap; tier=tier_3
171,EGFR_170-200_PKT09,EGFR_170-200,,ligandable_but_ppi_irrelevant_candidate,high,0.173,0.253,0.1445,0.045,0.3167,low_relevance_candidate,0,0.000,tier_3,none,0,,state_shifted_pocket,2,low_relevance_relationship; no_hotspot_overlap; tier=tier_3
172,EGFR_170-200_PKT11,EGFR_170-200,,ligandable_but_ppi_irrelevant_candidate,high,0.1718,0.253,0.1397,0.045,0.3167,low_relevance_candidate,0,0.000,tier_3,none,0,,uncertain_alignment,2,low_relevance_relationship; no_hotspot_overlap; tier=tier_3
173,EGFR_170-200_PKT14,EGFR_170-200,,ligandable_but_ppi_irrelevant_candidate,high,0.1711,0.253,0.1367,0.045,0.3167,low_relevance_candidate,0,0.000,tier_3,none,0,,state_shifted_pocket,2,low_relevance_relationship; no_hotspot_overlap; tier=tier_3
174,EGFR_160-185_PKT18,EGFR_160-185,,ligandable_but_ppi_irrelevant_candidate,high,0.1709,0.253,0.1361,0.045,0.3167,low_relevance_candidate,0,0.000,tier_3,none,0,,uncertain_alignment,2,low_relevance_relationship; no_hotspot_overlap; tier=tier_3
175,EGFR_160-185_PKT20,EGFR_160-185,,ligandable_but_ppi_irrelevant_candidate,high,0.1703,0.253,0.1334,0.045,0.3167,low_relevance_candidate,0,0.000,tier_3,none,0,,state_shifted_pocket,2,low_relevance_relationship; no_hotspot_overlap; tier=tier_3
176,EGFR_160-185_PKT21,EGFR_160-185,,ligandable_but_ppi_irrelevant_candidate,high,0.1702,0.253,0.1331,0.045,0.3167,low_relevance_candidate,0,0.000,tier_3,none,0,,state_shifted_pocket,2,low_relevance_relationship; no_hotspot_overlap; tier=tier_3
177,EGFR_170-200_PKT16,EGFR_170-200,,ligandable_but_ppi_irrelevant_candidate,high,0.1702,0.253,0.1331,0.045,0.3167,low_relevance_candidate,0,0.000,tier_3,none,0,,state_shifted_pocket,2,low_relevance_relationship; no_hotspot_overlap; tier=tier_3
178,EGFR_160-185_PKT22,EGFR_160-185,,ligandable_but_ppi_irrelevant_candidate,high,0.1697,0.253,0.131,0.045,0.3167,low_relevance_candidate,0,0.000,tier_3,none,0,,state_shifted_pocket,2,low_relevance_relationship; no_hotspot_overlap; tier=tier_3
179,EGFR_160-185_PKT24,EGFR_160-185,,ligandable_but_ppi_irrelevant_candidate,high,0.169,0.253,0.1283,0.045,0.3167,low_relevance_candidate,0,0.000,tier_3,none,0,,state_shifted_pocket,2,low_relevance_relationship; no_hotspot_overlap; tier=tier_3
180,EGFR_160-185_PKT25,EGFR_160-185,,ligandable_but_ppi_irrelevant_candidate,high,0.1689,0.253,0.128,0.045,0.3167,low_relevance_candidate,0,0.000,tier_3,none,0,,state_shifted_pocket,2,low_relevance_relationship; no_hotspot_overlap; tier=tier_3
181,EGFR_170-200_PKT19,EGFR_170-200,,ligandable_but_ppi_irrelevant_candidate,high,0.1685,0.253,0.1262,0.045,0.3167,low_relevance_candidate,0,0.000,tier_3,none,0,,uncertain_alignment,2,low_relevance_relationship; no_hotspot_overlap; tier=tier_3
182,EGFR_160-185_PKT26,EGFR_160-185,,ligandable_but_ppi_irrelevant_candidate,high,0.1676,0.253,0.1226,0.045,0.3167,low_relevance_candidate,0,0.000,tier_3,none,0,,state_shifted_pocket,2,low_relevance_relationship; no_hotspot_overlap; tier=tier_3
183,EGFR_170-200_PKT20,EGFR_170-200,,ligandable_but_ppi_irrelevant_candidate,high,0.1673,0.253,0.1217,0.045,0.3167,low_relevance_candidate,0,0.000,tier_3,none,0,,state_shifted_pocket,2,low_relevance_relationship; no_hotspot_overlap; tier=tier_3
184,EGFR_170-200_PKT21,EGFR_170-200,,ligandable_but_ppi_irrelevant_candidate,high,0.1672,0.253,0.1211,0.045,0.3167,low_relevance_candidate,0,0.000,tier_3,none,0,,state_shifted_pocket,2,low_relevance_relationship; no_hotspot_overlap; tier=tier_3
185,3GT8_raw_PKT09,3GT8_raw,,ligandable_but_ppi_irrelevant_candidate,high,0.1671,0.253,0.1208,0.045,0.3167,low_relevance_candidate,0,0.000,tier_3,none,0,,uncertain_alignment,2,low_relevance_relationship; no_hotspot_overlap; tier=tier_3
186,EGFR_170-200_PKT22,EGFR_170-200,,ligandable_but_ppi_irrelevant_candidate,high,0.1671,0.253,0.1208,0.045,0.3167,low_relevance_candidate,0,0.000,tier_3,none,0,,state_shifted_pocket,2,low_relevance_relationship; no_hotspot_overlap; tier=tier_3
187,EGFR_170-200_PKT23,EGFR_170-200,,ligandable_but_ppi_irrelevant_candidate,high,0.1671,0.253,0.1208,0.045,0.3167,low_relevance_candidate,0,0.000,tier_3,none,0,,state_shifted_pocket,2,low_relevance_relationship; no_hotspot_overlap; tier=tier_3
188,EGFR_170-200_PKT24,EGFR_170-200,,ligandable_but_ppi_irrelevant_candidate,high,0.167,0.253,0.1202,0.045,0.3167,low_relevance_candidate,0,0.000,tier_3,none,0,,state_shifted_pocket,2,low_relevance_relationship; no_hotspot_overlap; tier=tier_3
189,EGFR_160-185_PKT28,EGFR_160-185,,ligandable_but_ppi_irrelevant_candidate,high,0.1667,0.253,0.1193,0.045,0.3167,low_relevance_candidate,0,0.000,tier_3,none,0,,uncertain_alignment,2,low_relevance_relationship; no_hotspot_overlap; tier=tier_3
190,3GT8_raw_PKT12,3GT8_raw,,ligandable_but_ppi_irrelevant_candidate,high,0.1662,0.253,0.1172,0.045,0.3167,low_relevance_candidate,0,0.000,tier_3,none,0,,uncertain_alignment,2,low_relevance_relationship; no_hotspot_overlap; tier=tier_3
191,EGFR_160-185_PKT31,EGFR_160-185,,ligandable_but_ppi_irrelevant_candidate,high,0.1652,0.253,0.1133,0.045,0.3167,low_relevance_candidate,0,0.000,tier_3,none,0,,uncertain_alignment,2,low_relevance_relationship; no_hotspot_overlap; tier=tier_3
192,EGFR_160-185_PKT32,EGFR_160-185,,ligandable_but_ppi_irrelevant_candidate,high,0.1652,0.253,0.113,0.045,0.3167,low_relevance_candidate,0,0.000,tier_3,none,0,,state_shifted_pocket,2,low_relevance_relationship; no_hotspot_overlap; tier=tier_3
193,3GT8_raw_PKT06,3GT8_raw,,ligandable_but_ppi_irrelevant_candidate,high,0.165,0.253,0.1325,0.045,0.2833,low_relevance_candidate,0,0.000,tier_3,none,0,,state_specific_pocket,1,low_relevance_relationship; no_hotspot_overlap; tier=tier_3
194,EGFR_160-185_PKT33,EGFR_160-185,,ligandable_but_ppi_irrelevant_candidate,high,0.1649,0.253,0.1118,0.045,0.3167,low_relevance_candidate,0,0.000,tier_3,none,0,,state_shifted_pocket,2,low_relevance_relationship; no_hotspot_overlap; tier=tier_3
195,3GT8_raw_PKT17,3GT8_raw,,ligandable_but_ppi_irrelevant_candidate,high,0.164,0.253,0.1085,0.045,0.3167,low_relevance_candidate,0,0.000,tier_3,none,0,,uncertain_alignment,2,low_relevance_relationship; no_hotspot_overlap; tier=tier_3
196,EGFR_160-185_PKT35,EGFR_160-185,,ligandable_but_ppi_irrelevant_candidate,high,0.1634,0.253,0.1058,0.045,0.3167,low_relevance_candidate,0,0.000,tier_3,none,0,,state_shifted_pocket,2,low_relevance_relationship; no_hotspot_overlap; tier=tier_3
197,EGFR_160-185_PKT36,EGFR_160-185,,ligandable_but_ppi_irrelevant_candidate,high,0.1634,0.253,0.1058,0.045,0.3167,low_relevance_candidate,0,0.000,tier_3,none,0,,uncertain_alignment,2,low_relevance_relationship; no_hotspot_overlap; tier=tier_3
198,EGFR_170-200_PKT30,EGFR_170-200,,ligandable_but_ppi_irrelevant_candidate,high,0.1625,0.253,0.1022,0.045,0.3167,low_relevance_candidate,0,0.000,tier_3,none,0,,state_shifted_pocket,2,low_relevance_relationship; no_hotspot_overlap; tier=tier_3
199,3GT8_raw_PKT19,3GT8_raw,,ligandable_but_ppi_irrelevant_candidate,high,0.1623,0.253,0.1016,0.045,0.3167,low_relevance_candidate,0,0.000,tier_3,none,0,,uncertain_alignment,2,low_relevance_relationship; no_hotspot_overlap; tier=tier_3
200,3GT8_raw_PKT15,3GT8_raw,,ligandable_but_ppi_irrelevant_candidate,high,0.1607,0.253,0.1151,0.045,0.2833,low_relevance_candidate,0,0.000,tier_3,none,0,,state_specific_pocket,1,low_relevance_relationship; no_hotspot_overlap; tier=tier_3
201,3GT8_raw_PKT21,3GT8_raw,,ligandable_but_ppi_irrelevant_candidate,high,0.1601,0.253,0.0929,0.045,0.3167,low_relevance_candidate,0,0.000,tier_3,none,0,,uncertain_alignment,2,low_relevance_relationship; no_hotspot_overlap; tier=tier_3
202,EGFR_170-200_PKT32,EGFR_170-200,,ligandable_but_ppi_irrelevant_candidate,high,0.1601,0.253,0.0929,0.045,0.3167,low_relevance_candidate,0,0.000,tier_3,none,0,,state_shifted_pocket,2,low_relevance_relationship; no_hotspot_overlap; tier=tier_3
203,EGFR_160-185_PKT42,EGFR_160-185,,ligandable_but_ppi_irrelevant_candidate,high,0.159,0.253,0.0884,0.045,0.3167,low_relevance_candidate,0,0.000,tier_3,none,0,,state_shifted_pocket,2,low_relevance_relationship; no_hotspot_overlap; tier=tier_3
