receptor_id,pocket_id_a,pocket_id_b,centroid_dist_A,residue_jaccard,merge_decision,merge_reason
EGFR_160-185,EGFR_160-185_fpocket_P29,EGFR_160-185_fpocket_P68,44.41,0.000,kept_separate,no_overlap
EGFR_160-185,EGFR_160-185_fpocket_P29,EGFR_160-185_fpocket_P69,58.21,0.000,kept_separate,no_overlap
EGFR_160-185,EGFR_160-185_fpocket_P29,EGFR_160-185_fpocket_P70,70.66,0.000,kept_separate,no_overlap
EGFR_160-185,EGFR_160-185_fpocket_P29,EGFR_160-185_fpocket_P71,64.75,0.000,kept_separate,no_overlap
EGFR_160-185,EGFR_160-185_fpocket_P29,EGFR_160-185_fpocket_P72,45.35,0.160,kept_separate,no_overlap
EGFR_160-185,EGFR_160-185_fpocket_P30,EGFR_160-185_fpocket_P31,60.18,0.000,kept_separate,no_overlap
EGFR_160-185,EGFR_160-185_fpocket_P30,EGFR_160-185_fpocket_P32,56.94,0.000,kept_separate,no_overlap
EGFR_160-185,EGFR_160-185_fpocket_P30,EGFR_160-185_fpocket_P33,32.94,0.000,kept_separate,no_overlap
EGFR_160-185,EGFR_160-185_fpocket_P30,EGFR_160-185_fpocket_P34,54.86,0.000,kept_separate,no_overlap
EGFR_160-185,EGFR_160-185_fpocket_P30,EGFR_160-185_fpocket_P35,66.29,0.000,kept_separate,no_overlap
EGFR_160-185,EGFR_160-185_fpocket_P30,EGFR_160-185_fpocket_P36,40.82,0.000,kept_separate,no_overlap
EGFR_160-185,EGFR_160-185_fpocket_P30,EGFR_160-185_fpocket_P37,12.78,0.083,kept_separate,no_overlap
EGFR_160-185,EGFR_160-185_fpocket_P30,EGFR_160-185_fpocket_P38,43.69,0.000,kept_separate,no_overlap
EGFR_160-185,EGFR_160-185_fpocket_P30,EGFR_160-185_fpocket_P39,65.47,0.400,merged,jaccard=0.400 >= 0.3
EGFR_160-185,EGFR_160-185_fpocket_P30,EGFR_160-185_fpocket_P40,47.76,0.000,kept_separate,no_overlap
EGFR_160-185,EGFR_160-185_fpocket_P30,EGFR_160-185_fpocket_P41,27.97,0.000,kept_separate,no_overlap
EGFR_160-185,EGFR_160-185_fpocket_P30,EGFR_160-185_fpocket_P42,63.46,0.000,kept_separate,no_overlap
EGFR_160-185,EGFR_160-185_fpocket_P30,EGFR_160-185_fpocket_P43,45.16,0.000,kept_separate,no_overlap
EGFR_160-185,EGFR_160-185_fpocket_P30,EGFR_160-185_fpocket_P44,51.18,0.000,kept_separate,no_overlap
EGFR_160-185,EGFR_160-185_fpocket_P30,EGFR_160-185_fpocket_P45,31.25,0.000,kept_separate,no_overlap
EGFR_160-185,EGFR_160-185_fpocket_P30,EGFR_160-185_fpocket_P46,48.66,0.000,kept_separate,no_overlap
EGFR_160-185,EGFR_160-185_fpocket_P30,EGFR_160-185_fpocket_P47,24.81,0.000,kept_separate,no_overlap
EGFR_160-185,EGFR_160-185_fpocket_P30,EGFR_160-185_fpocket_P48,6.45,0.364,merged,jaccard=0.364 >= 0.3
EGFR_160-185,EGFR_160-185_fpocket_P30,EGFR_160-185_fpocket_P49,17.21,0.000,kept_separate,no_overlap
EGFR_160-185,EGFR_160-185_fpocket_P30,EGFR_160-185_fpocket_P50,61.91,0.000,kept_separate,no_overlap
EGFR_160-185,EGFR_160-185_fpocket_P30,EGFR_160-185_fpocket_P51,24.77,0.000,kept_separate,no_overlap
EGFR_160-185,EGFR_160-185_fpocket_P30,EGFR_160-185_fpocket_P52,9.88,0.105,kept_separate,no_overlap
EGFR_160-185,EGFR_160-185_fpocket_P30,EGFR_160-185_fpocket_P53,43.20,0.000,kept_separate,no_overlap
EGFR_160-185,EGFR_160-185_fpocket_P30,EGFR_160-185_fpocket_P54,41.48,0.000,kept_separate,no_overlap
EGFR_160-185,EGFR_160-185_fpocket_P30,EGFR_160-185_fpocket_P55,61.23,0.062,kept_separate,no_overlap
EGFR_160-185,EGFR_160-185_fpocket_P30,EGFR_160-185_fpocket_P56,48.03,0.000,kept_separate,no_overlap
EGFR_160-185,EGFR_160-185_fpocket_P30,EGFR_160-185_fpocket_P57,11.56,0.143,kept_separate,no_overlap
EGFR_160-185,EGFR_160-185_fpocket_P30,EGFR_160-185_fpocket_P58,41.57,0.000,kept_separate,no_overlap
EGFR_160-185,EGFR_160-185_fpocket_P30,EGFR_160-185_fpocket_P59,65.50,0.111,kept_separate,no_overlap
EGFR_160-185,EGFR_160-185_fpocket_P30,EGFR_160-185_fpocket_P60,54.15,0.000,kept_separate,no_overlap
EGFR_160-185,EGFR_160-185_fpocket_P30,EGFR_160-185_fpocket_P61,40.79,0.000,kept_separate,no_overlap
EGFR_160-185,EGFR_160-185_fpocket_P30,EGFR_160-185_fpocket_P62,65.66,0.000,kept_separate,no_overlap
EGFR_160-185,EGFR_160-185_fpocket_P30,EGFR_160-185_fpocket_P63,56.34,0.067,kept_separate,no_overlap
EGFR_160-185,EGFR_160-185_fpocket_P30,EGFR_160-185_fpocket_P64,70.50,0.000,kept_separate,no_overlap
EGFR_160-185,EGFR_160-185_fpocket_P30,EGFR_160-185_fpocket_P65,39.65,0.000,kept_separate,no_overlap
EGFR_160-185,EGFR_160-185_fpocket_P30,EGFR_160-185_fpocket_P66,51.66,0.062,kept_separate,no_overlap
EGFR_160-185,EGFR_160-185_fpocket_P30,EGFR_160-185_fpocket_P67,22.53,0.000,kept_separate,no_overlap
EGFR_160-185,EGFR_160-185_fpocket_P30,EGFR_160-185_fpocket_P68,33.92,0.000,kept_separate,no_overlap
EGFR_160-185,EGFR_160-185_fpocket_P30,EGFR_160-185_fpocket_P69,54.56,0.000,kept_separate,no_overlap
EGFR_160-185,EGFR_160-185_fpocket_P30,EGFR_160-185_fpocket_P70,66.12,0.000,kept_separate,no_overlap
EGFR_160-185,EGFR_160-185_fpocket_P30,EGFR_160-185_fpocket_P71,59.74,0.000,kept_separate,no_overlap
EGFR_160-185,EGFR_160-185_fpocket_P30,EGFR_160-185_fpocket_P72,50.06,0.000,kept_separate,no_overlap
EGFR_160-185,EGFR_160-185_fpocket_P31,EGFR_160-185_fpocket_P32,70.94,0.000,kept_separate,no_overlap
EGFR_160-185,EGFR_160-185_fpocket_P31,EGFR_160-185_fpocket_P33,61.59,0.000,kept_separate,no_overlap
EGFR_160-185,EGFR_160-185_fpocket_P31,EGFR_160-185_fpocket_P34,78.76,0.000,kept_separate,no_overlap
EGFR_160-185,EGFR_160-185_fpocket_P31,EGFR_160-185_fpocket_P35,74.74,0.000,kept_separate,no_overlap
EGFR_160-185,EGFR_160-185_fpocket_P31,EGFR_160-185_fpocket_P36,68.38,0.000,kept_separate,no_overlap
EGFR_160-185,EGFR_160-185_fpocket_P31,EGFR_160-185_fpocket_P37,51.87,0.000,kept_separate,no_overlap
EGFR_160-185,EGFR_160-185_fpocket_P31,EGFR_160-185_fpocket_P38,34.96,0.000,kept_separate,no_overlap
EGFR_160-185,EGFR_160-185_fpocket_P31,EGFR_160-185_fpocket_P39,61.77,0.000,kept_separate,no_overlap
EGFR_160-185,EGFR_160-185_fpocket_P31,EGFR_160-185_fpocket_P40,69.76,0.000,kept_separate,no_overlap
EGFR_160-185,EGFR_160-185_fpocket_P31,EGFR_160-185_fpocket_P41,66.36,0.000,kept_separate,no_overlap
EGFR_160-185,EGFR_160-185_fpocket_P31,EGFR_160-185_fpocket_P42,69.34,0.000,kept_separate,no_overlap
EGFR_160-185,EGFR_160-185_fpocket_P31,EGFR_160-185_fpocket_P43,35.37,0.000,kept_separate,no_overlap
EGFR_160-185,EGFR_160-185_fpocket_P31,EGFR_160-185_fpocket_P44,11.81,0.154,kept_separate,no_overlap
EGFR_160-185,EGFR_160-185_fpocket_P31,EGFR_160-185_fpocket_P45,67.54,0.000,kept_separate,no_overlap
EGFR_160-185,EGFR_160-185_fpocket_P31,EGFR_160-185_fpocket_P46,56.30,0.000,kept_separate,no_overlap
EGFR_160-185,EGFR_160-185_fpocket_P31,EGFR_160-185_fpocket_P47,57.03,0.000,kept_separate,no_overlap
EGFR_160-185,EGFR_160-185_fpocket_P31,EGFR_160-185_fpocket_P48,60.70,0.000,kept_separate,no_overlap
EGFR_160-185,EGFR_160-185_fpocket_P31,EGFR_160-185_fpocket_P49,66.70,0.000,kept_separate,no_overlap
EGFR_160-185,EGFR_160-185_fpocket_P31,EGFR_160-185_fpocket_P50,63.60,0.000,kept_separate,no_overlap
EGFR_160-185,EGFR_160-185_fpocket_P31,EGFR_160-185_fpocket_P51,36.69,0.000,kept_separate,no_overlap
EGFR_160-185,EGFR_160-185_fpocket_P31,EGFR_160-185_fpocket_P52,67.41,0.000,kept_separate,no_overlap
EGFR_160-185,EGFR_160-185_fpocket_P31,EGFR_160-185_fpocket_P53,80.70,0.000,kept_separate,no_overlap
EGFR_160-185,EGFR_160-185_fpocket_P31,EGFR_160-185_fpocket_P54,74.03,0.000,kept_separate,no_overlap
EGFR_160-185,EGFR_160-185_fpocket_P31,EGFR_160-185_fpocket_P55,54.86,0.000,kept_separate,no_overlap
EGFR_160-185,EGFR_160-185_fpocket_P31,EGFR_160-185_fpocket_P56,35.32,0.000,kept_separate,no_overlap
EGFR_160-185,EGFR_160-185_fpocket_P31,EGFR_160-185_fpocket_P57,52.50,0.000,kept_separate,no_overlap
EGFR_160-185,EGFR_160-185_fpocket_P31,EGFR_160-185_fpocket_P58,67.59,0.000,kept_separate,no_overlap
EGFR_160-185,EGFR_160-185_fpocket_P31,EGFR_160-185_fpocket_P59,74.75,0.000,kept_separate,no_overlap
EGFR_160-185,EGFR_160-185_fpocket_P31,EGFR_160-185_fpocket_P60,77.11,0.000,kept_separate,no_overlap
EGFR_160-185,EGFR_160-185_fpocket_P31,EGFR_160-185_fpocket_P61,77.67,0.000,kept_separate,no_overlap
EGFR_160-185,EGFR_160-185_fpocket_P31,EGFR_160-185_fpocket_P62,82.23,0.000,kept_separate,no_overlap
EGFR_160-185,EGFR_160-185_fpocket_P31,EGFR_160-185_fpocket_P63,52.96,0.000,kept_separate,no_overlap
EGFR_160-185,EGFR_160-185_fpocket_P31,EGFR_160-185_fpocket_P64,14.31,0.000,kept_separate,no_overlap
EGFR_160-185,EGFR_160-185_fpocket_P31,EGFR_160-185_fpocket_P65,80.44,0.000,kept_separate,no_overlap
EGFR_160-185,EGFR_160-185_fpocket_P31,EGFR_160-185_fpocket_P66,59.97,0.000,kept_separate,no_overlap
EGFR_160-185,EGFR_160-185_fpocket_P31,EGFR_160-185_fpocket_P67,40.62,0.000,kept_separate,no_overlap
EGFR_160-185,EGFR_160-185_fpocket_P31,EGFR_160-185_fpocket_P68,69.45,0.000,kept_separate,no_overlap
EGFR_160-185,EGFR_160-185_fpocket_P31,EGFR_160-185_fpocket_P69,63.08,0.000,kept_separate,no_overlap
EGFR_160-185,EGFR_160-185_fpocket_P31,EGFR_160-185_fpocket_P70,74.97,0.000,kept_separate,no_overlap
EGFR_160-185,EGFR_160-185_fpocket_P31,EGFR_160-185_fpocket_P71,72.99,0.000,kept_separate,no_overlap
EGFR_160-185,EGFR_160-185_fpocket_P31,EGFR_160-185_fpocket_P72,45.51,0.000,kept_separate,no_overlap
EGFR_160-185,EGFR_160-185_fpocket_P32,EGFR_160-185_fpocket_P33,68.28,0.029,kept_separate,no_overlap
EGFR_160-185,EGFR_160-185_fpocket_P32,EGFR_160-185_fpocket_P34,69.88,0.000,kept_separate,no_overlap
EGFR_160-185,EGFR_160-185_fpocket_P32,EGFR_160-185_fpocket_P35,37.71,0.000,kept_separate,no_overlap
EGFR_160-185,EGFR_160-185_fpocket_P32,EGFR_160-185_fpocket_P36,38.21,0.000,kept_separate,no_overlap
EGFR_160-185,EGFR_160-185_fpocket_P32,EGFR_160-185_fpocket_P37,51.14,0.000,kept_separate,no_overlap
EGFR_160-185,EGFR_160-185_fpocket_P32,EGFR_160-185_fpocket_P38,47.20,0.000,kept_separate,no_overlap
EGFR_160-185,EGFR_160-185_fpocket_P32,EGFR_160-185_fpocket_P39,48.18,0.000,kept_separate,no_overlap
EGFR_160-185,EGFR_160-185_fpocket_P32,EGFR_160-185_fpocket_P40,55.08,0.000,kept_separate,no_overlap
EGFR_160-185,EGFR_160-185_fpocket_P32,EGFR_160-185_fpocket_P41,31.84,0.000,kept_separate,no_overlap
EGFR_160-185,EGFR_160-185_fpocket_P32,EGFR_160-185_fpocket_P42,15.52,0.000,kept_separate,no_overlap
EGFR_160-185,EGFR_160-185_fpocket_P32,EGFR_160-185_fpocket_P43,56.08,0.000,kept_separate,no_overlap
EGFR_160-185,EGFR_160-185_fpocket_P32,EGFR_160-185_fpocket_P44,60.34,0.000,kept_separate,no_overlap
EGFR_160-185,EGFR_160-185_fpocket_P32,EGFR_160-185_fpocket_P45,37.70,0.000,kept_separate,no_overlap
EGFR_160-185,EGFR_160-185_fpocket_P32,EGFR_160-185_fpocket_P46,25.98,0.000,kept_separate,no_overlap
EGFR_160-185,EGFR_160-185_fpocket_P32,EGFR_160-185_fpocket_P47,32.73,0.000,kept_separate,no_overlap
EGFR_160-185,EGFR_160-185_fpocket_P32,EGFR_160-185_fpocket_P48,51.10,0.000,kept_separate,no_overlap
EGFR_160-185,EGFR_160-185_fpocket_P32,EGFR_160-185_fpocket_P49,44.80,0.000,kept_separate,no_overlap
EGFR_160-185,EGFR_160-185_fpocket_P32,EGFR_160-185_fpocket_P50,22.49,0.000,kept_separate,no_overlap
EGFR_160-185,EGFR_160-185_fpocket_P32,EGFR_160-185_fpocket_P51,59.80,0.000,kept_separate,no_overlap
EGFR_160-185,EGFR_160-185_fpocket_P32,EGFR_160-185_fpocket_P52,54.04,0.000,kept_separate,no_overlap
EGFR_160-185,EGFR_160-185_fpocket_P32,EGFR_160-185_fpocket_P53,80.19,0.000,kept_separate,no_overlap
EGFR_160-185,EGFR_160-185_fpocket_P32,EGFR_160-185_fpocket_P54,30.99,0.000,kept_separate,no_overlap
EGFR_160-185,EGFR_160-185_fpocket_P32,EGFR_160-185_fpocket_P55,48.05,0.000,kept_separate,no_overlap
EGFR_160-185,EGFR_160-185_fpocket_P32,EGFR_160-185_fpocket_P56,52.27,0.000,kept_separate,no_overlap
EGFR_160-185,EGFR_160-185_fpocket_P32,EGFR_160-185_fpocket_P57,62.37,0.000,kept_separate,no_overlap
EGFR_160-185,EGFR_160-185_fpocket_P32,EGFR_160-185_fpocket_P58,49.33,0.000,kept_separate,no_overlap
EGFR_160-185,EGFR_160-185_fpocket_P32,EGFR_160-185_fpocket_P59,45.54,0.000,kept_separate,no_overlap
EGFR_160-185,EGFR_160-185_fpocket_P32,EGFR_160-185_fpocket_P60,36.00,0.000,kept_separate,no_overlap
EGFR_160-185,EGFR_160-185_fpocket_P32,EGFR_160-185_fpocket_P61,30.09,0.000,kept_separate,no_overlap
EGFR_160-185,EGFR_160-185_fpocket_P32,EGFR_160-185_fpocket_P62,15.75,0.000,kept_separate,no_overlap
EGFR_160-185,EGFR_160-185_fpocket_P32,EGFR_160-185_fpocket_P63,41.11,0.000,kept_separate,no_overlap
EGFR_160-185,EGFR_160-185_fpocket_P32,EGFR_160-185_fpocket_P64,75.36,0.000,kept_separate,no_overlap
EGFR_160-185,EGFR_160-185_fpocket_P32,EGFR_160-185_fpocket_P65,52.74,0.000,kept_separate,no_overlap
EGFR_160-185,EGFR_160-185_fpocket_P32,EGFR_160-185_fpocket_P66,51.56,0.000,kept_separate,no_overlap
EGFR_160-185,EGFR_160-185_fpocket_P32,EGFR_160-185_fpocket_P67,53.02,0.000,kept_separate,no_overlap
EGFR_160-185,EGFR_160-185_fpocket_P32,EGFR_160-185_fpocket_P68,32.94,0.000,kept_separate,no_overlap
EGFR_160-185,EGFR_160-185_fpocket_P32,EGFR_160-185_fpocket_P69,14.98,0.000,kept_separate,no_overlap
EGFR_160-185,EGFR_160-185_fpocket_P32,EGFR_160-185_fpocket_P70,23.53,0.000,kept_separate,no_overlap
EGFR_160-185,EGFR_160-185_fpocket_P32,EGFR_160-185_fpocket_P71,26.47,0.000,kept_separate,no_overlap
EGFR_160-185,EGFR_160-185_fpocket_P32,EGFR_160-185_fpocket_P72,46.13,0.000,kept_separate,no_overlap
EGFR_160-185,EGFR_160-185_fpocket_P33,EGFR_160-185_fpocket_P34,27.80,0.000,kept_separate,no_overlap
EGFR_160-185,EGFR_160-185_fpocket_P33,EGFR_160-185_fpocket_P35,57.86,0.000,kept_separate,no_overlap
EGFR_160-185,EGFR_160-185_fpocket_P33,EGFR_160-185_fpocket_P36,35.54,0.000,kept_separate,no_overlap
EGFR_160-185,EGFR_160-185_fpocket_P33,EGFR_160-185_fpocket_P37,25.95,0.000,kept_separate,no_overlap
EGFR_160-185,EGFR_160-185_fpocket_P33,EGFR_160-185_fpocket_P38,37.98,0.000,kept_separate,no_overlap
EGFR_160-185,EGFR_160-185_fpocket_P33,EGFR_160-185_fpocket_P39,51.49,0.000,kept_separate,no_overlap
EGFR_160-185,EGFR_160-185_fpocket_P33,EGFR_160-185_fpocket_P40,27.65,0.000,kept_separate,no_overlap
EGFR_160-185,EGFR_160-185_fpocket_P33,EGFR_160-185_fpocket_P41,42.49,0.000,kept_separate,no_overlap
EGFR_160-185,EGFR_160-185_fpocket_P33,EGFR_160-185_fpocket_P42,67.37,0.200,kept_separate,no_overlap
EGFR_160-185,EGFR_160-185_fpocket_P33,EGFR_160-185_fpocket_P43,33.19,0.000,kept_separate,no_overlap
EGFR_160-185,EGFR_160-185_fpocket_P33,EGFR_160-185_fpocket_P44,52.79,0.000,kept_separate,no_overlap
EGFR_160-185,EGFR_160-185_fpocket_P33,EGFR_160-185_fpocket_P45,34.18,0.000,kept_separate,no_overlap
EGFR_160-185,EGFR_160-185_fpocket_P33,EGFR_160-185_fpocket_P46,48.27,0.091,kept_separate,no_overlap
EGFR_160-185,EGFR_160-185_fpocket_P33,EGFR_160-185_fpocket_P47,39.72,0.000,kept_separate,no_overlap
EGFR_160-185,EGFR_160-185_fpocket_P33,EGFR_160-185_fpocket_P48,32.81,0.000,kept_separate,no_overlap
EGFR_160-185,EGFR_160-185_fpocket_P33,EGFR_160-185_fpocket_P49,34.25,0.000,kept_separate,no_overlap
EGFR_160-185,EGFR_160-185_fpocket_P33,EGFR_160-185_fpocket_P50,62.32,0.200,kept_separate,no_overlap
EGFR_160-185,EGFR_160-185_fpocket_P33,EGFR_160-185_fpocket_P51,31.69,0.000,kept_separate,no_overlap
EGFR_160-185,EGFR_160-185_fpocket_P33,EGFR_160-185_fpocket_P52,32.83,0.000,kept_separate,no_overlap
EGFR_160-185,EGFR_160-185_fpocket_P33,EGFR_160-185_fpocket_P53,19.29,0.000,kept_separate,no_overlap
EGFR_160-185,EGFR_160-185_fpocket_P33,EGFR_160-185_fpocket_P54,44.64,0.000,kept_separate,no_overlap
EGFR_160-185,EGFR_160-185_fpocket_P33,EGFR_160-185_fpocket_P55,47.72,0.000,kept_separate,no_overlap
EGFR_160-185,EGFR_160-185_fpocket_P33,EGFR_160-185_fpocket_P56,37.97,0.000,kept_separate,no_overlap
EGFR_160-185,EGFR_160-185_fpocket_P33,EGFR_160-185_fpocket_P57,27.71,0.000,kept_separate,no_overlap
EGFR_160-185,EGFR_160-185_fpocket_P33,EGFR_160-185_fpocket_P58,26.72,0.000,kept_separate,no_overlap
EGFR_160-185,EGFR_160-185_fpocket_P33,EGFR_160-185_fpocket_P59,52.42,0.000,kept_separate,no_overlap
EGFR_160-185,EGFR_160-185_fpocket_P33,EGFR_160-185_fpocket_P60,48.29,0.000,kept_separate,no_overlap
EGFR_160-185,EGFR_160-185_fpocket_P33,EGFR_160-185_fpocket_P61,49.17,0.000,kept_separate,no_overlap
EGFR_160-185,EGFR_160-185_fpocket_P33,EGFR_160-185_fpocket_P62,71.89,0.000,kept_separate,no_overlap
EGFR_160-185,EGFR_160-185_fpocket_P33,EGFR_160-185_fpocket_P63,46.69,0.000,kept_separate,no_overlap
EGFR_160-185,EGFR_160-185_fpocket_P33,EGFR_160-185_fpocket_P64,75.30,0.000,kept_separate,no_overlap
EGFR_160-185,EGFR_160-185_fpocket_P33,EGFR_160-185_fpocket_P65,32.25,0.000,kept_separate,no_overlap
EGFR_160-185,EGFR_160-185_fpocket_P33,EGFR_160-185_fpocket_P66,33.33,0.000,kept_separate,no_overlap
EGFR_160-185,EGFR_160-185_fpocket_P33,EGFR_160-185_fpocket_P67,27.57,0.000,kept_separate,no_overlap
EGFR_160-185,EGFR_160-185_fpocket_P33,EGFR_160-185_fpocket_P68,39.81,0.000,kept_separate,no_overlap
EGFR_160-185,EGFR_160-185_fpocket_P33,EGFR_160-185_fpocket_P69,58.98,0.517,merged,jaccard=0.517 >= 0.3
EGFR_160-185,EGFR_160-185_fpocket_P33,EGFR_160-185_fpocket_P70,65.78,0.125,kept_separate,no_overlap
EGFR_160-185,EGFR_160-185_fpocket_P33,EGFR_160-185_fpocket_P71,57.35,0.109,kept_separate,no_overlap
EGFR_160-185,EGFR_160-185_fpocket_P33,EGFR_160-185_fpocket_P72,39.00,0.000,kept_separate,no_overlap
EGFR_160-185,EGFR_160-185_fpocket_P34,EGFR_160-185_fpocket_P35,45.92,0.000,kept_separate,no_overlap
EGFR_160-185,EGFR_160-185_fpocket_P34,EGFR_160-185_fpocket_P36,32.23,0.000,kept_separate,no_overlap
EGFR_160-185,EGFR_160-185_fpocket_P34,EGFR_160-185_fpocket_P37,46.69,0.000,kept_separate,no_overlap
EGFR_160-185,EGFR_160-185_fpocket_P34,EGFR_160-185_fpocket_P38,47.78,0.000,kept_separate,no_overlap
EGFR_160-185,EGFR_160-185_fpocket_P34,EGFR_160-185_fpocket_P39,42.28,0.000,kept_separate,no_overlap
EGFR_160-185,EGFR_160-185_fpocket_P34,EGFR_160-185_fpocket_P40,15.09,0.000,kept_separate,no_overlap
EGFR_160-185,EGFR_160-185_fpocket_P34,EGFR_160-185_fpocket_P41,50.78,0.000,kept_separate,no_overlap
EGFR_160-185,EGFR_160-185_fpocket_P34,EGFR_160-185_fpocket_P42,64.66,0.000,kept_separate,no_overlap
EGFR_160-185,EGFR_160-185_fpocket_P34,EGFR_160-185_fpocket_P43,43.93,0.000,kept_separate,no_overlap
EGFR_160-185,EGFR_160-185_fpocket_P34,EGFR_160-185_fpocket_P44,69.05,0.000,kept_separate,no_overlap
EGFR_160-185,EGFR_160-185_fpocket_P34,EGFR_160-185_fpocket_P45,38.11,0.000,kept_separate,no_overlap
EGFR_160-185,EGFR_160-185_fpocket_P34,EGFR_160-185_fpocket_P46,48.55,0.000,kept_separate,no_overlap
EGFR_160-185,EGFR_160-185_fpocket_P34,EGFR_160-185_fpocket_P47,51.32,0.000,kept_separate,no_overlap
EGFR_160-185,EGFR_160-185_fpocket_P34,EGFR_160-185_fpocket_P48,52.09,0.000,kept_separate,no_overlap
EGFR_160-185,EGFR_160-185_fpocket_P34,EGFR_160-185_fpocket_P49,47.52,0.000,kept_separate,no_overlap
EGFR_160-185,EGFR_160-185_fpocket_P34,EGFR_160-185_fpocket_P50,59.30,0.000,kept_separate,no_overlap
EGFR_160-185,EGFR_160-185_fpocket_P34,EGFR_160-185_fpocket_P51,55.32,0.000,kept_separate,no_overlap
EGFR_160-185,EGFR_160-185_fpocket_P34,EGFR_160-185_fpocket_P52,50.72,0.000,kept_separate,no_overlap
EGFR_160-185,EGFR_160-185_fpocket_P34,EGFR_160-185_fpocket_P53,27.30,0.000,kept_separate,no_overlap
EGFR_160-185,EGFR_160-185_fpocket_P34,EGFR_160-185_fpocket_P54,42.96,0.000,kept_separate,no_overlap
EGFR_160-185,EGFR_160-185_fpocket_P34,EGFR_160-185_fpocket_P55,42.27,0.000,kept_separate,no_overlap
EGFR_160-185,EGFR_160-185_fpocket_P34,EGFR_160-185_fpocket_P56,46.22,0.000,kept_separate,no_overlap
EGFR_160-185,EGFR_160-185_fpocket_P34,EGFR_160-185_fpocket_P57,53.08,0.000,kept_separate,no_overlap
EGFR_160-185,EGFR_160-185_fpocket_P34,EGFR_160-185_fpocket_P58,21.09,0.000,kept_separate,no_overlap
EGFR_160-185,EGFR_160-185_fpocket_P34,EGFR_160-185_fpocket_P59,37.67,0.000,kept_separate,no_overlap
EGFR_160-185,EGFR_160-185_fpocket_P34,EGFR_160-185_fpocket_P60,37.99,0.000,kept_separate,no_overlap
EGFR_160-185,EGFR_160-185_fpocket_P34,EGFR_160-185_fpocket_P61,49.54,0.000,kept_separate,no_overlap
EGFR_160-185,EGFR_160-185_fpocket_P34,EGFR_160-185_fpocket_P62,67.32,0.000,kept_separate,no_overlap
EGFR_160-185,EGFR_160-185_fpocket_P34,EGFR_160-185_fpocket_P63,43.72,0.000,kept_separate,no_overlap
EGFR_160-185,EGFR_160-185_fpocket_P34,EGFR_160-185_fpocket_P64,92.04,0.000,kept_separate,no_overlap
EGFR_160-185,EGFR_160-185_fpocket_P34,EGFR_160-185_fpocket_P65,27.95,0.000,kept_separate,no_overlap
EGFR_160-185,EGFR_160-185_fpocket_P34,EGFR_160-185_fpocket_P66,25.97,0.000,kept_separate,no_overlap
EGFR_160-185,EGFR_160-185_fpocket_P34,EGFR_160-185_fpocket_P67,48.74,0.000,kept_separate,no_overlap
EGFR_160-185,EGFR_160-185_fpocket_P34,EGFR_160-185_fpocket_P68,42.76,0.000,kept_separate,no_overlap
EGFR_160-185,EGFR_160-185_fpocket_P34,EGFR_160-185_fpocket_P69,58.64,0.000,kept_separate,no_overlap
EGFR_160-185,EGFR_160-185_fpocket_P34,EGFR_160-185_fpocket_P70,58.78,0.000,kept_separate,no_overlap
EGFR_160-185,EGFR_160-185_fpocket_P34,EGFR_160-185_fpocket_P71,49.79,0.000,kept_separate,no_overlap
EGFR_160-185,EGFR_160-185_fpocket_P34,EGFR_160-185_fpocket_P72,41.03,0.000,kept_separate,no_overlap
EGFR_160-185,EGFR_160-185_fpocket_P35,EGFR_160-185_fpocket_P36,27.75,0.000,kept_separate,no_overlap
EGFR_160-185,EGFR_160-185_fpocket_P35,EGFR_160-185_fpocket_P37,56.05,0.000,kept_separate,no_overlap
EGFR_160-185,EGFR_160-185_fpocket_P35,EGFR_160-185_fpocket_P38,42.00,0.000,kept_separate,no_overlap
EGFR_160-185,EGFR_160-185_fpocket_P35,EGFR_160-185_fpocket_P39,19.36,0.000,kept_separate,no_overlap
EGFR_160-185,EGFR_160-185_fpocket_P35,EGFR_160-185_fpocket_P40,33.26,0.000,kept_separate,no_overlap
EGFR_160-185,EGFR_160-185_fpocket_P35,EGFR_160-185_fpocket_P41,44.40,0.000,kept_separate,no_overlap
EGFR_160-185,EGFR_160-185_fpocket_P35,EGFR_160-185_fpocket_P42,25.47,0.000,kept_separate,no_overlap
EGFR_160-185,EGFR_160-185_fpocket_P35,EGFR_160-185_fpocket_P43,46.55,0.000,kept_separate,no_overlap
EGFR_160-185,EGFR_160-185_fpocket_P35,EGFR_160-185_fpocket_P44,63.92,0.000,kept_separate,no_overlap
EGFR_160-185,EGFR_160-185_fpocket_P35,EGFR_160-185_fpocket_P45,37.59,0.000,kept_separate,no_overlap
EGFR_160-185,EGFR_160-185_fpocket_P35,EGFR_160-185_fpocket_P46,22.81,0.000,kept_separate,no_overlap
EGFR_160-185,EGFR_160-185_fpocket_P35,EGFR_160-185_fpocket_P47,45.17,0.000,kept_separate,no_overlap
EGFR_160-185,EGFR_160-185_fpocket_P35,EGFR_160-185_fpocket_P48,60.63,0.000,kept_separate,no_overlap
EGFR_160-185,EGFR_160-185_fpocket_P35,EGFR_160-185_fpocket_P49,53.03,0.000,kept_separate,no_overlap
EGFR_160-185,EGFR_160-185_fpocket_P35,EGFR_160-185_fpocket_P50,20.82,0.000,kept_separate,no_overlap
EGFR_160-185,EGFR_160-185_fpocket_P35,EGFR_160-185_fpocket_P51,64.19,0.000,kept_separate,no_overlap
