receptor_id,pocket_id_a,pocket_id_b,centroid_dist_A,residue_jaccard,merge_decision,merge_reason
3GT8_raw,3GT8_raw_fpocket_P01,3GT8_raw_fpocket_P02,37.31,0.000,kept_separate,no_overlap
3GT8_raw,3GT8_raw_fpocket_P01,3GT8_raw_fpocket_P03,18.23,0.032,kept_separate,no_overlap
3GT8_raw,3GT8_raw_fpocket_P01,3GT8_raw_fpocket_P04,30.91,0.000,kept_separate,no_overlap
3GT8_raw,3GT8_raw_fpocket_P01,3GT8_raw_fpocket_P05,37.94,0.000,kept_separate,no_overlap
3GT8_raw,3GT8_raw_fpocket_P01,3GT8_raw_fpocket_P06,36.98,0.000,kept_separate,no_overlap
3GT8_raw,3GT8_raw_fpocket_P01,3GT8_raw_fpocket_P07,46.09,0.000,kept_separate,no_overlap
3GT8_raw,3GT8_raw_fpocket_P01,3GT8_raw_fpocket_P08,42.76,0.000,kept_separate,no_overlap
3GT8_raw,3GT8_raw_fpocket_P01,3GT8_raw_fpocket_P09,15.68,0.089,kept_separate,no_overlap
3GT8_raw,3GT8_raw_fpocket_P01,3GT8_raw_fpocket_P10,35.37,0.000,kept_separate,no_overlap
3GT8_raw,3GT8_raw_fpocket_P01,3GT8_raw_fpocket_P11,33.19,0.000,kept_separate,no_overlap
3GT8_raw,3GT8_raw_fpocket_P01,3GT8_raw_fpocket_P12,15.54,0.900,merged,jaccard=0.900 >= 0.3
3GT8_raw,3GT8_raw_fpocket_P01,3GT8_raw_fpocket_P13,33.18,0.000,kept_separate,no_overlap
3GT8_raw,3GT8_raw_fpocket_P01,3GT8_raw_fpocket_P14,23.61,0.000,kept_separate,no_overlap
3GT8_raw,3GT8_raw_fpocket_P01,3GT8_raw_fpocket_P15,20.33,0.000,kept_separate,no_overlap
3GT8_raw,3GT8_raw_fpocket_P01,3GT8_raw_fpocket_P16,33.57,0.000,kept_separate,no_overlap
3GT8_raw,3GT8_raw_fpocket_P01,3GT8_raw_fpocket_P17,28.88,0.000,kept_separate,no_overlap
3GT8_raw,3GT8_raw_fpocket_P01,3GT8_raw_fpocket_P18,36.96,0.000,kept_separate,no_overlap
3GT8_raw,3GT8_raw_fpocket_P01,3GT8_raw_fpocket_P19,19.85,0.000,kept_separate,no_overlap
3GT8_raw,3GT8_raw_fpocket_P01,3GT8_raw_fpocket_P20,23.78,0.000,kept_separate,no_overlap
3GT8_raw,3GT8_raw_fpocket_P01,3GT8_raw_fpocket_P21,19.22,0.000,kept_separate,no_overlap
3GT8_raw,3GT8_raw_fpocket_P01,3GT8_raw_fpocket_P22,39.63,0.000,kept_separate,no_overlap
3GT8_raw,3GT8_raw_fpocket_P01,3GT8_raw_fpocket_P23,33.30,0.000,kept_separate,no_overlap
3GT8_raw,3GT8_raw_fpocket_P01,3GT8_raw_fpocket_P24,40.44,0.000,kept_separate,no_overlap
3GT8_raw,3GT8_raw_fpocket_P01,3GT8_raw_fpocket_P25,34.55,0.000,kept_separate,no_overlap
3GT8_raw,3GT8_raw_fpocket_P01,3GT8_raw_fpocket_P26,47.81,0.000,kept_separate,no_overlap
3GT8_raw,3GT8_raw_fpocket_P01,3GT8_raw_fpocket_P27,18.04,0.034,kept_separate,no_overlap
3GT8_raw,3GT8_raw_fpocket_P01,3GT8_raw_fpocket_P28,21.67,0.071,kept_separate,no_overlap
3GT8_raw,3GT8_raw_fpocket_P02,3GT8_raw_fpocket_P03,47.77,0.000,kept_separate,no_overlap
3GT8_raw,3GT8_raw_fpocket_P02,3GT8_raw_fpocket_P04,62.55,0.667,merged,jaccard=0.667 >= 0.3
3GT8_raw,3GT8_raw_fpocket_P02,3GT8_raw_fpocket_P05,24.28,0.000,kept_separate,no_overlap
3GT8_raw,3GT8_raw_fpocket_P02,3GT8_raw_fpocket_P06,73.61,0.000,kept_separate,no_overlap
3GT8_raw,3GT8_raw_fpocket_P02,3GT8_raw_fpocket_P07,13.46,0.000,kept_separate,no_overlap
3GT8_raw,3GT8_raw_fpocket_P02,3GT8_raw_fpocket_P08,20.31,0.000,kept_separate,no_overlap
3GT8_raw,3GT8_raw_fpocket_P02,3GT8_raw_fpocket_P09,51.96,0.000,kept_separate,no_overlap
3GT8_raw,3GT8_raw_fpocket_P02,3GT8_raw_fpocket_P10,63.88,0.000,kept_separate,no_overlap
3GT8_raw,3GT8_raw_fpocket_P02,3GT8_raw_fpocket_P11,46.46,0.000,kept_separate,no_overlap
3GT8_raw,3GT8_raw_fpocket_P02,3GT8_raw_fpocket_P12,30.66,0.000,kept_separate,no_overlap
3GT8_raw,3GT8_raw_fpocket_P02,3GT8_raw_fpocket_P13,28.13,0.000,kept_separate,no_overlap
3GT8_raw,3GT8_raw_fpocket_P02,3GT8_raw_fpocket_P14,51.47,0.000,kept_separate,no_overlap
3GT8_raw,3GT8_raw_fpocket_P02,3GT8_raw_fpocket_P15,48.09,0.000,kept_separate,no_overlap
3GT8_raw,3GT8_raw_fpocket_P02,3GT8_raw_fpocket_P16,37.60,0.000,kept_separate,no_overlap
3GT8_raw,3GT8_raw_fpocket_P02,3GT8_raw_fpocket_P17,56.31,0.000,kept_separate,no_overlap
3GT8_raw,3GT8_raw_fpocket_P02,3GT8_raw_fpocket_P18,35.22,0.000,kept_separate,no_overlap
3GT8_raw,3GT8_raw_fpocket_P02,3GT8_raw_fpocket_P19,54.40,0.000,kept_separate,no_overlap
3GT8_raw,3GT8_raw_fpocket_P02,3GT8_raw_fpocket_P20,51.95,0.000,kept_separate,no_overlap
3GT8_raw,3GT8_raw_fpocket_P02,3GT8_raw_fpocket_P21,29.98,0.000,kept_separate,no_overlap
3GT8_raw,3GT8_raw_fpocket_P02,3GT8_raw_fpocket_P22,14.86,0.105,kept_separate,no_overlap
3GT8_raw,3GT8_raw_fpocket_P02,3GT8_raw_fpocket_P23,6.35,0.188,kept_separate,no_overlap
3GT8_raw,3GT8_raw_fpocket_P02,3GT8_raw_fpocket_P24,40.74,0.000,kept_separate,no_overlap
3GT8_raw,3GT8_raw_fpocket_P02,3GT8_raw_fpocket_P25,24.20,0.000,kept_separate,no_overlap
3GT8_raw,3GT8_raw_fpocket_P02,3GT8_raw_fpocket_P26,20.09,0.000,kept_separate,no_overlap
3GT8_raw,3GT8_raw_fpocket_P02,3GT8_raw_fpocket_P27,47.31,0.000,kept_separate,no_overlap
3GT8_raw,3GT8_raw_fpocket_P02,3GT8_raw_fpocket_P28,31.42,0.000,kept_separate,no_overlap
3GT8_raw,3GT8_raw_fpocket_P03,3GT8_raw_fpocket_P04,19.78,0.000,kept_separate,no_overlap
3GT8_raw,3GT8_raw_fpocket_P03,3GT8_raw_fpocket_P05,41.43,0.000,kept_separate,no_overlap
3GT8_raw,3GT8_raw_fpocket_P03,3GT8_raw_fpocket_P06,29.01,0.000,kept_separate,no_overlap
3GT8_raw,3GT8_raw_fpocket_P03,3GT8_raw_fpocket_P07,54.82,0.000,kept_separate,no_overlap
3GT8_raw,3GT8_raw_fpocket_P03,3GT8_raw_fpocket_P08,53.46,0.000,kept_separate,no_overlap
3GT8_raw,3GT8_raw_fpocket_P03,3GT8_raw_fpocket_P09,21.49,0.000,kept_separate,no_overlap
3GT8_raw,3GT8_raw_fpocket_P03,3GT8_raw_fpocket_P10,17.64,0.000,kept_separate,no_overlap
3GT8_raw,3GT8_raw_fpocket_P03,3GT8_raw_fpocket_P11,26.34,0.000,kept_separate,no_overlap
3GT8_raw,3GT8_raw_fpocket_P03,3GT8_raw_fpocket_P12,18.09,0.032,kept_separate,no_overlap
3GT8_raw,3GT8_raw_fpocket_P03,3GT8_raw_fpocket_P13,32.48,0.000,kept_separate,no_overlap
3GT8_raw,3GT8_raw_fpocket_P03,3GT8_raw_fpocket_P14,10.36,0.107,kept_separate,no_overlap
3GT8_raw,3GT8_raw_fpocket_P03,3GT8_raw_fpocket_P15,27.51,0.000,kept_separate,no_overlap
3GT8_raw,3GT8_raw_fpocket_P03,3GT8_raw_fpocket_P16,27.00,0.000,kept_separate,no_overlap
3GT8_raw,3GT8_raw_fpocket_P03,3GT8_raw_fpocket_P17,10.76,0.095,kept_separate,no_overlap
3GT8_raw,3GT8_raw_fpocket_P03,3GT8_raw_fpocket_P18,39.47,0.000,kept_separate,no_overlap
3GT8_raw,3GT8_raw_fpocket_P03,3GT8_raw_fpocket_P19,27.30,0.000,kept_separate,no_overlap
3GT8_raw,3GT8_raw_fpocket_P03,3GT8_raw_fpocket_P20,9.05,0.250,kept_separate,no_overlap
3GT8_raw,3GT8_raw_fpocket_P03,3GT8_raw_fpocket_P21,35.79,0.148,kept_separate,no_overlap
3GT8_raw,3GT8_raw_fpocket_P03,3GT8_raw_fpocket_P22,44.50,0.000,kept_separate,no_overlap
3GT8_raw,3GT8_raw_fpocket_P03,3GT8_raw_fpocket_P23,43.91,0.000,kept_separate,no_overlap
3GT8_raw,3GT8_raw_fpocket_P03,3GT8_raw_fpocket_P24,37.63,0.000,kept_separate,no_overlap
3GT8_raw,3GT8_raw_fpocket_P03,3GT8_raw_fpocket_P25,50.38,0.000,kept_separate,no_overlap
3GT8_raw,3GT8_raw_fpocket_P03,3GT8_raw_fpocket_P26,53.44,0.000,kept_separate,no_overlap
3GT8_raw,3GT8_raw_fpocket_P03,3GT8_raw_fpocket_P27,20.15,0.000,kept_separate,no_overlap
3GT8_raw,3GT8_raw_fpocket_P03,3GT8_raw_fpocket_P28,27.56,0.000,kept_separate,no_overlap
3GT8_raw,3GT8_raw_fpocket_P04,3GT8_raw_fpocket_P05,60.23,0.000,kept_separate,no_overlap
3GT8_raw,3GT8_raw_fpocket_P04,3GT8_raw_fpocket_P06,21.12,0.000,kept_separate,no_overlap
3GT8_raw,3GT8_raw_fpocket_P04,3GT8_raw_fpocket_P07,71.67,0.000,kept_separate,no_overlap
3GT8_raw,3GT8_raw_fpocket_P04,3GT8_raw_fpocket_P08,71.27,0.000,kept_separate,no_overlap
3GT8_raw,3GT8_raw_fpocket_P04,3GT8_raw_fpocket_P09,29.60,0.000,kept_separate,no_overlap
3GT8_raw,3GT8_raw_fpocket_P04,3GT8_raw_fpocket_P10,20.41,0.000,kept_separate,no_overlap
3GT8_raw,3GT8_raw_fpocket_P04,3GT8_raw_fpocket_P11,45.11,0.000,kept_separate,no_overlap
3GT8_raw,3GT8_raw_fpocket_P04,3GT8_raw_fpocket_P12,36.22,0.000,kept_separate,no_overlap
3GT8_raw,3GT8_raw_fpocket_P04,3GT8_raw_fpocket_P13,50.61,0.000,kept_separate,no_overlap
3GT8_raw,3GT8_raw_fpocket_P04,3GT8_raw_fpocket_P14,26.94,0.000,kept_separate,no_overlap
3GT8_raw,3GT8_raw_fpocket_P04,3GT8_raw_fpocket_P15,41.80,0.000,kept_separate,no_overlap
3GT8_raw,3GT8_raw_fpocket_P04,3GT8_raw_fpocket_P16,44.40,0.000,kept_separate,no_overlap
3GT8_raw,3GT8_raw_fpocket_P04,3GT8_raw_fpocket_P17,19.99,0.000,kept_separate,no_overlap
3GT8_raw,3GT8_raw_fpocket_P04,3GT8_raw_fpocket_P18,59.24,0.000,kept_separate,no_overlap
3GT8_raw,3GT8_raw_fpocket_P04,3GT8_raw_fpocket_P19,26.20,0.000,kept_separate,no_overlap
3GT8_raw,3GT8_raw_fpocket_P04,3GT8_raw_fpocket_P20,13.02,0.000,kept_separate,no_overlap
3GT8_raw,3GT8_raw_fpocket_P04,3GT8_raw_fpocket_P21,50.06,0.000,kept_separate,no_overlap
3GT8_raw,3GT8_raw_fpocket_P04,3GT8_raw_fpocket_P22,60.80,0.000,kept_separate,no_overlap
3GT8_raw,3GT8_raw_fpocket_P04,3GT8_raw_fpocket_P23,57.52,0.273,kept_separate,no_overlap
3GT8_raw,3GT8_raw_fpocket_P04,3GT8_raw_fpocket_P24,56.95,0.000,kept_separate,no_overlap
3GT8_raw,3GT8_raw_fpocket_P04,3GT8_raw_fpocket_P25,65.25,0.000,kept_separate,no_overlap
3GT8_raw,3GT8_raw_fpocket_P04,3GT8_raw_fpocket_P26,71.08,0.000,kept_separate,no_overlap
3GT8_raw,3GT8_raw_fpocket_P04,3GT8_raw_fpocket_P27,35.99,0.000,kept_separate,no_overlap
3GT8_raw,3GT8_raw_fpocket_P04,3GT8_raw_fpocket_P28,46.68,0.000,kept_separate,no_overlap
3GT8_raw,3GT8_raw_fpocket_P05,3GT8_raw_fpocket_P06,68.54,0.000,kept_separate,no_overlap
3GT8_raw,3GT8_raw_fpocket_P05,3GT8_raw_fpocket_P07,19.89,0.000,kept_separate,no_overlap
3GT8_raw,3GT8_raw_fpocket_P05,3GT8_raw_fpocket_P08,20.81,0.000,kept_separate,no_overlap
3GT8_raw,3GT8_raw_fpocket_P05,3GT8_raw_fpocket_P09,49.22,0.057,kept_separate,no_overlap
3GT8_raw,3GT8_raw_fpocket_P05,3GT8_raw_fpocket_P10,53.68,0.000,kept_separate,no_overlap
3GT8_raw,3GT8_raw_fpocket_P05,3GT8_raw_fpocket_P11,27.53,0.000,kept_separate,no_overlap
3GT8_raw,3GT8_raw_fpocket_P05,3GT8_raw_fpocket_P12,24.72,0.000,kept_separate,no_overlap
3GT8_raw,3GT8_raw_fpocket_P05,3GT8_raw_fpocket_P13,11.87,0.056,kept_separate,no_overlap
3GT8_raw,3GT8_raw_fpocket_P05,3GT8_raw_fpocket_P14,40.37,0.000,kept_separate,no_overlap
3GT8_raw,3GT8_raw_fpocket_P05,3GT8_raw_fpocket_P15,41.30,0.000,kept_separate,no_overlap
3GT8_raw,3GT8_raw_fpocket_P05,3GT8_raw_fpocket_P16,21.87,0.000,kept_separate,no_overlap
3GT8_raw,3GT8_raw_fpocket_P05,3GT8_raw_fpocket_P17,46.78,0.000,kept_separate,no_overlap
3GT8_raw,3GT8_raw_fpocket_P05,3GT8_raw_fpocket_P18,14.29,0.000,kept_separate,no_overlap
3GT8_raw,3GT8_raw_fpocket_P05,3GT8_raw_fpocket_P19,57.79,0.071,kept_separate,no_overlap
3GT8_raw,3GT8_raw_fpocket_P05,3GT8_raw_fpocket_P20,47.67,0.000,kept_separate,no_overlap
3GT8_raw,3GT8_raw_fpocket_P05,3GT8_raw_fpocket_P21,34.07,0.000,kept_separate,no_overlap
3GT8_raw,3GT8_raw_fpocket_P05,3GT8_raw_fpocket_P22,14.77,0.000,kept_separate,no_overlap
3GT8_raw,3GT8_raw_fpocket_P05,3GT8_raw_fpocket_P23,26.90,0.000,kept_separate,no_overlap
3GT8_raw,3GT8_raw_fpocket_P05,3GT8_raw_fpocket_P24,17.46,0.000,kept_separate,no_overlap
3GT8_raw,3GT8_raw_fpocket_P05,3GT8_raw_fpocket_P25,34.22,0.000,kept_separate,no_overlap
3GT8_raw,3GT8_raw_fpocket_P05,3GT8_raw_fpocket_P26,14.44,0.000,kept_separate,no_overlap
3GT8_raw,3GT8_raw_fpocket_P05,3GT8_raw_fpocket_P27,38.60,0.000,kept_separate,no_overlap
3GT8_raw,3GT8_raw_fpocket_P05,3GT8_raw_fpocket_P28,20.28,0.067,kept_separate,no_overlap
3GT8_raw,3GT8_raw_fpocket_P06,3GT8_raw_fpocket_P07,81.45,0.067,kept_separate,no_overlap
3GT8_raw,3GT8_raw_fpocket_P06,3GT8_raw_fpocket_P08,77.53,0.643,merged,jaccard=0.643 >= 0.3
3GT8_raw,3GT8_raw_fpocket_P06,3GT8_raw_fpocket_P09,25.92,0.000,kept_separate,no_overlap
3GT8_raw,3GT8_raw_fpocket_P06,3GT8_raw_fpocket_P10,25.90,0.000,kept_separate,no_overlap
3GT8_raw,3GT8_raw_fpocket_P06,3GT8_raw_fpocket_P11,48.71,0.000,kept_separate,no_overlap
3GT8_raw,3GT8_raw_fpocket_P06,3GT8_raw_fpocket_P12,45.34,0.000,kept_separate,no_overlap
3GT8_raw,3GT8_raw_fpocket_P06,3GT8_raw_fpocket_P13,60.81,0.000,kept_separate,no_overlap
3GT8_raw,3GT8_raw_fpocket_P06,3GT8_raw_fpocket_P14,30.08,0.000,kept_separate,no_overlap
3GT8_raw,3GT8_raw_fpocket_P06,3GT8_raw_fpocket_P15,37.60,0.000,kept_separate,no_overlap
3GT8_raw,3GT8_raw_fpocket_P06,3GT8_raw_fpocket_P16,54.90,0.000,kept_separate,no_overlap
3GT8_raw,3GT8_raw_fpocket_P06,3GT8_raw_fpocket_P17,28.21,0.000,kept_separate,no_overlap
3GT8_raw,3GT8_raw_fpocket_P06,3GT8_raw_fpocket_P18,63.21,0.000,kept_separate,no_overlap
3GT8_raw,3GT8_raw_fpocket_P06,3GT8_raw_fpocket_P19,27.65,0.000,kept_separate,no_overlap
3GT8_raw,3GT8_raw_fpocket_P06,3GT8_raw_fpocket_P20,28.46,0.000,kept_separate,no_overlap
3GT8_raw,3GT8_raw_fpocket_P06,3GT8_raw_fpocket_P21,53.15,0.000,kept_separate,no_overlap
3GT8_raw,3GT8_raw_fpocket_P06,3GT8_raw_fpocket_P22,72.73,0.000,kept_separate,no_overlap
3GT8_raw,3GT8_raw_fpocket_P06,3GT8_raw_fpocket_P23,69.36,0.000,kept_separate,no_overlap
3GT8_raw,3GT8_raw_fpocket_P06,3GT8_raw_fpocket_P24,62.39,0.000,kept_separate,no_overlap
3GT8_raw,3GT8_raw_fpocket_P06,3GT8_raw_fpocket_P25,69.73,0.000,kept_separate,no_overlap
3GT8_raw,3GT8_raw_fpocket_P06,3GT8_raw_fpocket_P26,81.06,0.000,kept_separate,no_overlap
3GT8_raw,3GT8_raw_fpocket_P06,3GT8_raw_fpocket_P27,33.93,0.000,kept_separate,no_overlap
3GT8_raw,3GT8_raw_fpocket_P06,3GT8_raw_fpocket_P28,50.89,0.000,kept_separate,no_overlap
3GT8_raw,3GT8_raw_fpocket_P07,3GT8_raw_fpocket_P08,13.91,0.056,kept_separate,no_overlap
3GT8_raw,3GT8_raw_fpocket_P07,3GT8_raw_fpocket_P09,59.47,0.000,kept_separate,no_overlap
3GT8_raw,3GT8_raw_fpocket_P07,3GT8_raw_fpocket_P10,69.60,0.000,kept_separate,no_overlap
3GT8_raw,3GT8_raw_fpocket_P07,3GT8_raw_fpocket_P11,46.66,0.000,kept_separate,no_overlap
3GT8_raw,3GT8_raw_fpocket_P07,3GT8_raw_fpocket_P12,36.80,0.000,kept_separate,no_overlap
3GT8_raw,3GT8_raw_fpocket_P07,3GT8_raw_fpocket_P13,28.36,0.000,kept_separate,no_overlap
3GT8_raw,3GT8_raw_fpocket_P07,3GT8_raw_fpocket_P14,56.31,0.000,kept_separate,no_overlap
3GT8_raw,3GT8_raw_fpocket_P07,3GT8_raw_fpocket_P15,52.60,0.000,kept_separate,no_overlap
3GT8_raw,3GT8_raw_fpocket_P07,3GT8_raw_fpocket_P16,39.00,0.000,kept_separate,no_overlap
3GT8_raw,3GT8_raw_fpocket_P07,3GT8_raw_fpocket_P17,62.19,0.000,kept_separate,no_overlap
3GT8_raw,3GT8_raw_fpocket_P07,3GT8_raw_fpocket_P18,31.35,0.000,kept_separate,no_overlap
3GT8_raw,3GT8_raw_fpocket_P07,3GT8_raw_fpocket_P19,64.65,0.000,kept_separate,no_overlap
3GT8_raw,3GT8_raw_fpocket_P07,3GT8_raw_fpocket_P20,60.04,0.000,kept_separate,no_overlap
3GT8_raw,3GT8_raw_fpocket_P07,3GT8_raw_fpocket_P21,36.74,0.000,kept_separate,no_overlap
3GT8_raw,3GT8_raw_fpocket_P07,3GT8_raw_fpocket_P22,14.67,0.000,kept_separate,no_overlap
3GT8_raw,3GT8_raw_fpocket_P07,3GT8_raw_fpocket_P23,19.57,0.000,kept_separate,no_overlap
3GT8_raw,3GT8_raw_fpocket_P07,3GT8_raw_fpocket_P24,37.21,0.000,kept_separate,no_overlap
3GT8_raw,3GT8_raw_fpocket_P07,3GT8_raw_fpocket_P25,28.36,0.000,kept_separate,no_overlap
3GT8_raw,3GT8_raw_fpocket_P07,3GT8_raw_fpocket_P26,9.69,0.091,kept_separate,no_overlap
3GT8_raw,3GT8_raw_fpocket_P07,3GT8_raw_fpocket_P27,51.96,0.000,kept_separate,no_overlap
3GT8_raw,3GT8_raw_fpocket_P07,3GT8_raw_fpocket_P28,33.71,0.000,kept_separate,no_overlap
3GT8_raw,3GT8_raw_fpocket_P08,3GT8_raw_fpocket_P09,53.73,0.000,kept_separate,no_overlap
3GT8_raw,3GT8_raw_fpocket_P08,3GT8_raw_fpocket_P10,68.50,0.000,kept_separate,no_overlap
3GT8_raw,3GT8_raw_fpocket_P08,3GT8_raw_fpocket_P11,43.64,0.000,kept_separate,no_overlap
3GT8_raw,3GT8_raw_fpocket_P08,3GT8_raw_fpocket_P12,35.82,0.000,kept_separate,no_overlap
3GT8_raw,3GT8_raw_fpocket_P08,3GT8_raw_fpocket_P13,31.06,0.000,kept_separate,no_overlap
3GT8_raw,3GT8_raw_fpocket_P08,3GT8_raw_fpocket_P14,53.45,0.000,kept_separate,no_overlap
3GT8_raw,3GT8_raw_fpocket_P08,3GT8_raw_fpocket_P15,44.45,0.000,kept_separate,no_overlap
3GT8_raw,3GT8_raw_fpocket_P08,3GT8_raw_fpocket_P16,41.21,0.000,kept_separate,no_overlap
3GT8_raw,3GT8_raw_fpocket_P08,3GT8_raw_fpocket_P17,61.29,0.000,kept_separate,no_overlap
3GT8_raw,3GT8_raw_fpocket_P08,3GT8_raw_fpocket_P18,25.78,0.000,kept_separate,no_overlap
3GT8_raw,3GT8_raw_fpocket_P08,3GT8_raw_fpocket_P19,60.98,0.000,kept_separate,no_overlap
3GT8_raw,3GT8_raw_fpocket_P08,3GT8_raw_fpocket_P20,60.19,0.000,kept_separate,no_overlap
3GT8_raw,3GT8_raw_fpocket_P08,3GT8_raw_fpocket_P21,29.32,0.000,kept_separate,no_overlap
3GT8_raw,3GT8_raw_fpocket_P08,3GT8_raw_fpocket_P22,23.97,0.000,kept_separate,no_overlap
3GT8_raw,3GT8_raw_fpocket_P08,3GT8_raw_fpocket_P23,25.33,0.000,kept_separate,no_overlap
3GT8_raw,3GT8_raw_fpocket_P08,3GT8_raw_fpocket_P24,35.28,0.000,kept_separate,no_overlap
3GT8_raw,3GT8_raw_fpocket_P08,3GT8_raw_fpocket_P25,19.75,0.000,kept_separate,no_overlap
3GT8_raw,3GT8_raw_fpocket_P08,3GT8_raw_fpocket_P26,18.62,0.000,kept_separate,no_overlap
3GT8_raw,3GT8_raw_fpocket_P08,3GT8_raw_fpocket_P27,45.58,0.000,kept_separate,no_overlap
3GT8_raw,3GT8_raw_fpocket_P08,3GT8_raw_fpocket_P28,28.14,0.000,kept_separate,no_overlap
3GT8_raw,3GT8_raw_fpocket_P09,3GT8_raw_fpocket_P10,33.13,0.000,kept_separate,no_overlap
3GT8_raw,3GT8_raw_fpocket_P09,3GT8_raw_fpocket_P11,36.80,0.000,kept_separate,no_overlap
3GT8_raw,3GT8_raw_fpocket_P09,3GT8_raw_fpocket_P12,27.67,0.065,kept_separate,no_overlap
3GT8_raw,3GT8_raw_fpocket_P09,3GT8_raw_fpocket_P13,44.67,0.050,kept_separate,no_overlap
3GT8_raw,3GT8_raw_fpocket_P09,3GT8_raw_fpocket_P14,23.09,0.000,kept_separate,no_overlap
3GT8_raw,3GT8_raw_fpocket_P09,3GT8_raw_fpocket_P15,14.95,0.000,kept_separate,no_overlap
3GT8_raw,3GT8_raw_fpocket_P09,3GT8_raw_fpocket_P16,43.01,0.000,kept_separate,no_overlap
3GT8_raw,3GT8_raw_fpocket_P09,3GT8_raw_fpocket_P17,29.15,0.000,kept_separate,no_overlap
3GT8_raw,3GT8_raw_fpocket_P09,3GT8_raw_fpocket_P18,44.05,0.094,kept_separate,no_overlap
3GT8_raw,3GT8_raw_fpocket_P09,3GT8_raw_fpocket_P19,16.06,0.027,kept_separate,no_overlap
3GT8_raw,3GT8_raw_fpocket_P09,3GT8_raw_fpocket_P20,27.19,0.000,kept_separate,no_overlap
3GT8_raw,3GT8_raw_fpocket_P09,3GT8_raw_fpocket_P21,27.63,0.000,kept_separate,no_overlap
3GT8_raw,3GT8_raw_fpocket_P09,3GT8_raw_fpocket_P22,53.79,0.000,kept_separate,no_overlap
3GT8_raw,3GT8_raw_fpocket_P09,3GT8_raw_fpocket_P23,48.46,0.000,kept_separate,no_overlap
3GT8_raw,3GT8_raw_fpocket_P09,3GT8_raw_fpocket_P24,47.32,0.000,kept_separate,no_overlap
3GT8_raw,3GT8_raw_fpocket_P09,3GT8_raw_fpocket_P25,44.24,0.000,kept_separate,no_overlap
3GT8_raw,3GT8_raw_fpocket_P09,3GT8_raw_fpocket_P26,60.70,0.000,kept_separate,no_overlap
3GT8_raw,3GT8_raw_fpocket_P09,3GT8_raw_fpocket_P27,14.45,0.108,kept_separate,no_overlap
3GT8_raw,3GT8_raw_fpocket_P09,3GT8_raw_fpocket_P28,29.77,0.690,merged,jaccard=0.690 >= 0.3
3GT8_raw,3GT8_raw_fpocket_P10,3GT8_raw_fpocket_P11,31.67,0.000,kept_separate,no_overlap
3GT8_raw,3GT8_raw_fpocket_P10,3GT8_raw_fpocket_P12,33.87,0.000,kept_separate,no_overlap
3GT8_raw,3GT8_raw_fpocket_P10,3GT8_raw_fpocket_P13,43.69,0.000,kept_separate,no_overlap
3GT8_raw,3GT8_raw_fpocket_P10,3GT8_raw_fpocket_P14,16.30,0.000,kept_separate,no_overlap
3GT8_raw,3GT8_raw_fpocket_P10,3GT8_raw_fpocket_P15,39.12,0.000,kept_separate,no_overlap
3GT8_raw,3GT8_raw_fpocket_P10,3GT8_raw_fpocket_P16,34.90,0.000,kept_separate,no_overlap
3GT8_raw,3GT8_raw_fpocket_P10,3GT8_raw_fpocket_P17,7.58,0.125,kept_separate,no_overlap
3GT8_raw,3GT8_raw_fpocket_P10,3GT8_raw_fpocket_P18,50.02,0.000,kept_separate,no_overlap
3GT8_raw,3GT8_raw_fpocket_P10,3GT8_raw_fpocket_P19,39.08,0.000,kept_separate,no_overlap
3GT8_raw,3GT8_raw_fpocket_P10,3GT8_raw_fpocket_P20,16.63,0.000,kept_separate,no_overlap
3GT8_raw,3GT8_raw_fpocket_P10,3GT8_raw_fpocket_P21,52.47,0.000,kept_separate,no_overlap
3GT8_raw,3GT8_raw_fpocket_P10,3GT8_raw_fpocket_P22,58.15,0.000,kept_separate,no_overlap
3GT8_raw,3GT8_raw_fpocket_P10,3GT8_raw_fpocket_P23,60.32,0.000,kept_separate,no_overlap
3GT8_raw,3GT8_raw_fpocket_P10,3GT8_raw_fpocket_P24,44.96,0.000,kept_separate,no_overlap
3GT8_raw,3GT8_raw_fpocket_P10,3GT8_raw_fpocket_P25,67.24,0.250,kept_separate,no_overlap
3GT8_raw,3GT8_raw_fpocket_P10,3GT8_raw_fpocket_P26,66.55,0.000,kept_separate,no_overlap
3GT8_raw,3GT8_raw_fpocket_P10,3GT8_raw_fpocket_P27,31.36,0.000,kept_separate,no_overlap
3GT8_raw,3GT8_raw_fpocket_P10,3GT8_raw_fpocket_P28,41.47,0.000,kept_separate,no_overlap
3GT8_raw,3GT8_raw_fpocket_P11,3GT8_raw_fpocket_P12,22.25,0.000,kept_separate,no_overlap
3GT8_raw,3GT8_raw_fpocket_P11,3GT8_raw_fpocket_P13,21.82,0.000,kept_separate,no_overlap
3GT8_raw,3GT8_raw_fpocket_P11,3GT8_raw_fpocket_P14,19.22,0.000,kept_separate,no_overlap
3GT8_raw,3GT8_raw_fpocket_P11,3GT8_raw_fpocket_P15,30.06,0.000,kept_separate,no_overlap
3GT8_raw,3GT8_raw_fpocket_P11,3GT8_raw_fpocket_P16,17.03,0.000,kept_separate,no_overlap
3GT8_raw,3GT8_raw_fpocket_P11,3GT8_raw_fpocket_P17,26.76,0.000,kept_separate,no_overlap
3GT8_raw,3GT8_raw_fpocket_P11,3GT8_raw_fpocket_P18,20.04,0.000,kept_separate,no_overlap
