id,dG_separated,L_RMSD,L_RMSD_best,dSASA
1128,-6.445176388594973,89.89571144129245,27.318255438699982,467.22983020452466
1155,-7.601137915696654,92.31475993123009,27.5844116154284,1030.5307273086596
1200,-7.768240198709918,92.87511354089534,25.683019626184507,845.5002284348976
1189,-7.2495799465450546,81.70884559535327,25.194668725640927,1084.0169084984054
1274,-8.998778982003842,87.93866282799398,28.860885346470905,535.7799093831389
1276,-6.514190901022175,89.21480566573409,26.237778095878994,688.6307566684051
1309,-7.11933417318096,75.02581019870598,36.29023393156067,372.75719789004165
1314,-8.574121503927017,95.58878476516689,31.45369029837432,869.6699357674605
1339,-6.19675523217802,91.21501948722118,30.33120169237894,421.6840283252365
1344,-6.215787038003782,83.56770427141004,33.62964062149039,623.1519062249591
1385,-5.715199830318852,83.79601430210471,24.23380069604786,348.0233225730457
1401,-6.026159037760408,85.64043994108256,23.94839758301215,656.5055438385345
1423,-5.297666558401033,92.48974900279515,21.95348451271244,564.6148818062819
1421,-10.526056010746288,92.4100569106652,25.686736115357466,1123.5692186982694
1448,-8.024819413352816,80.9325128970129,38.29845301526624,676.8912687545086
1489,-5.9088983745036785,82.00064020483767,30.957436223246738,479.9461672652339
1475,-7.774947504316515,90.40988111712939,26.734982367681095,916.85453975822
1502,-6.5603159356073775,90.05569058526498,28.15602300785892,515.5434993239276
1515,-5.152451009656488,81.64444142570508,17.413803336282825,420.034599097875
1510,-8.15667402588042,94.08430400906596,12.73694657546738,1148.5076543606176
1528,-5.307112072002383,88.0324832660214,11.511078701978425,367.9642832964792
1537,-5.569808887367344,81.05739223933278,26.784146114384704,380.84149317210927
1548,-9.198080740037767,80.91313317066654,30.142638877471324,730.0822333190439
1554,-12.132739109134945,81.17378943261431,34.83399209529973,685.3813724802123
1568,-9.006708488456297,90.7256644863675,21.32065865989326,966.3997209548492
1595,-6.485532103620244,83.09370541372103,33.95370844460668,606.3587825553282
1625,-7.405529336442669,91.90126549716739,27.084139098458394,933.7938677200359
1661,-5.96866272610805,87.94091694640618,27.337930510878838,487.8080688155031
1640,-10.616663615613106,92.70700677732404,23.87527285511045,1352.4991620034405
1670,-8.220346202501332,82.82062349770564,32.886263748380564,410.0155714333867
1663,-7.46591404544688,91.97762213396462,19.394273111221526,1268.560576866144
1777,-6.9835754337050275,80.80382178429079,36.18755500036414,453.6444510456432
1766,-10.11812105681065,80.32176726437474,36.94196378179578,660.326899572172
1795,-7.3829271992694885,85.88431882684836,28.34590892526342,435.54907128643845
1817,-5.45066250809532,82.08143556562521,27.113924821882577,689.2682672665171
1818,-5.207379796343503,74.71715622772632,38.37498852707743,469.25454400615916
1829,-5.289938731800703,82.52043970275544,24.293956115611696,453.0956419586272
1853,-5.819034502665545,93.96151097570788,21.83120449817558,576.1867017567035
1876,-7.276192180842827,79.14840792650803,41.61252396566804,567.7439623883898
1880,-6.06809539565711,94.75680898160849,21.48088753554727,727.068484093908
1899,-9.095954179202636,91.23940104654902,25.836149223081954,1103.0502669827263
1954,-7.004032904099859,80.19292203936209,40.41947021737767,727.4280141627997
1964,-7.390061404697462,87.8247675014262,29.383243073990503,458.82710153968515
1999,-7.253734642585641,91.1683317675636,14.211676785489312,778.5034224773887
2011,-7.713273700384434,86.74904829000465,29.435494099421785,743.2631227275019
2027,-5.586092620113504,83.79836357425053,18.79351692796586,230.79632859408434
2023,-9.23724034781253,83.78973099793343,33.34398221034765,1116.4848419372165
2077,-8.365089139478641,86.63864005571082,19.46743732827975,906.0612452524523
